weighted_hhwrks0,weighted_hhwrks1,weighted_hhwrks2,weighted_hhwrks3p,weighted_ownkidsyes,weighted_rentkidsyes,weighted_ownkidsno,weighted_rentkidsno,taz,county_fips,TAZ1454
226.0,420.0,231.0,125.0,192.0,286.0,307.0,217.0,877,06001,877
500.0,587.0,325.0,210.0,214.0,432.0,362.0,614.0,878,06001,878
184.0,460.0,396.0,231.0,198.0,181.0,467.0,425.0,879,06001,879
252.0,585.0,469.0,111.0,78.0,65.0,222.0,1052.0,88,06075,88
195.0,346.0,288.0,149.0,174.0,384.0,226.0,194.0,880,06001,880
190.0,404.0,327.0,80.0,321.0,186.0,274.0,220.0,881,06001,881
229.0,455.0,298.0,57.0,230.0,129.0,430.0,250.0,882,06001,882
402.0,400.0,313.0,82.0,165.0,94.0,889.0,49.0,883,06001,883
343.0,444.0,582.0,32.0,391.0,44.0,826.0,140.0,884,06001,884
706.0,911.0,993.0,113.0,624.0,92.0,1702.0,305.0,885,06001,885
466.0,639.0,472.0,221.0,202.0,140.0,1025.0,431.0,886,06001,886
295.0,451.0,273.0,148.0,175.0,187.0,487.0,318.0,887,06001,887
479.0,489.0,365.0,177.0,133.0,601.0,238.0,538.0,888,06001,888
284.0,440.0,285.0,172.0,52.0,285.0,368.0,476.0,889,06001,889
268.0,664.0,714.0,101.0,245.0,110.0,414.0,978.0,89,06075,89
342.0,656.0,381.0,224.0,240.0,544.0,339.0,480.0,890,06001,890
489.0,475.0,370.0,193.0,54.0,434.0,444.0,595.0,891,06001,891
217.0,342.0,395.0,275.0,166.0,355.0,249.0,459.0,892,06001,892
220.0,430.0,264.0,133.0,163.0,357.0,164.0,363.0,893,06001,893
342.0,348.0,157.0,170.0,113.0,317.0,183.0,404.0,894,06001,894
738.0,824.0,398.0,154.0,182.0,602.0,310.0,1020.0,895,06001,895
91.0,241.0,144.0,191.0,81.0,186.0,104.0,296.0,896,06001,896
386.0,378.0,201.0,196.0,192.0,314.0,230.0,425.0,897,06001,897
436.0,438.0,300.0,96.0,38.0,409.0,303.0,520.0,898,06001,898
1057.0,985.0,367.0,280.0,226.0,486.0,902.0,1075.0,899,06001,899
384.0,1379.0,444.0,44.0,0.0,98.0,0.0,2153.0,9,06075,9
281.0,731.0,770.0,247.0,81.0,272.0,374.0,1302.0,90,06075,90
332.0,718.0,489.0,279.0,297.0,544.0,417.0,560.0,900,06001,900
451.0,704.0,507.0,218.0,336.0,240.0,644.0,660.0,901,06001,901
173.0,258.0,245.0,33.0,169.0,61.0,369.0,110.0,902,06001,902
372.0,780.0,433.0,55.0,414.0,158.0,877.0,191.0,903,06001,903
202.0,933.0,608.0,166.0,350.0,297.0,682.0,580.0,904,06001,904
233.0,452.0,473.0,140.0,170.0,409.0,359.0,360.0,905,06001,905
197.0,947.0,589.0,189.0,377.0,367.0,440.0,738.0,906,06001,906
169.0,534.0,419.0,64.0,276.0,184.0,601.0,125.0,907,06001,907
363.0,400.0,677.0,67.0,243.0,124.0,711.0,429.0,908,06001,908
229.0,448.0,581.0,47.0,310.0,149.0,620.0,226.0,909,06001,909
476.0,1113.0,468.0,104.0,328.0,97.0,666.0,1070.0,91,06075,91
399.0,704.0,788.0,99.0,313.0,76.0,1124.0,477.0,910,06001,910
225.0,406.0,353.0,50.0,210.0,22.0,728.0,74.0,911,06001,911
526.0,564.0,614.0,96.0,509.0,59.0,1113.0,119.0,912,06001,912
451.0,981.0,952.0,40.0,655.0,137.0,1373.0,259.0,913,06001,913
627.0,771.0,785.0,112.0,555.0,66.0,1459.0,215.0,914,06001,914
385.0,329.0,594.0,54.0,414.0,34.0,802.0,112.0,915,06001,915
377.0,428.0,469.0,73.0,401.0,86.0,699.0,161.0,916,06001,916
308.0,555.0,719.0,45.0,519.0,184.0,812.0,112.0,917,06001,917
434.0,726.0,864.0,170.0,830.0,139.0,1170.0,55.0,918,06001,918
125.0,227.0,231.0,70.0,212.0,32.0,369.0,40.0,919,06001,919
379.0,278.0,285.0,77.0,204.0,7.0,540.0,268.0,92,06075,92
185.0,243.0,343.0,42.0,195.0,16.0,534.0,68.0,920,06001,920
200.0,455.0,367.0,61.0,173.0,86.0,371.0,453.0,921,06001,921
338.0,675.0,742.0,95.0,253.0,189.0,758.0,650.0,922,06001,922
375.0,794.0,407.0,165.0,158.0,320.0,450.0,813.0,923,06001,923
282.0,742.0,568.0,272.0,236.0,623.0,378.0,627.0,924,06001,924
276.0,649.0,633.0,264.0,163.0,718.0,333.0,608.0,925,06001,925
363.0,576.0,406.0,170.0,105.0,305.0,383.0,722.0,926,06001,926
254.0,523.0,297.0,162.0,30.0,514.0,105.0,587.0,927,06001,927
287.0,543.0,394.0,219.0,134.0,517.0,164.0,628.0,928,06001,928
381.0,366.0,303.0,220.0,86.0,419.0,367.0,398.0,929,06001,929
483.0,1044.0,818.0,110.0,65.0,69.0,692.0,1629.0,93,06075,93
192.0,321.0,174.0,64.0,148.0,170.0,173.0,260.0,930,06001,930
172.0,836.0,336.0,126.0,62.0,161.0,314.0,933.0,931,06001,931
277.0,529.0,266.0,215.0,144.0,247.0,276.0,620.0,932,06001,932
261.0,293.0,208.0,188.0,105.0,196.0,203.0,446.0,933,06001,933
346.0,680.0,491.0,95.0,12.0,250.0,159.0,1191.0,934,06001,934
320.0,621.0,410.0,148.0,62.0,151.0,304.0,982.0,935,06001,935
206.0,674.0,379.0,129.0,116.0,153.0,271.0,848.0,936,06001,936
284.0,536.0,697.0,24.0,418.0,27.0,672.0,424.0,937,06001,937
386.0,487.0,718.0,79.0,576.0,34.0,1011.0,49.0,938,06001,938
215.0,968.0,600.0,19.0,125.0,142.0,430.0,1105.0,939,06001,939
257.0,436.0,496.0,106.0,169.0,107.0,351.0,668.0,94,06075,94
385.0,750.0,871.0,43.0,195.0,128.0,571.0,1155.0,940,06001,940
618.0,1218.0,855.0,67.0,21.0,561.0,281.0,1895.0,941,06001,941
554.0,676.0,516.0,20.0,0.0,43.0,231.0,1492.0,942,06001,942
402.0,865.0,800.0,148.0,186.0,210.0,486.0,1333.0,943,06001,943
212.0,732.0,460.0,116.0,10.0,166.0,103.0,1241.0,944,06001,944
730.0,1099.0,252.0,6.0,0.0,150.0,296.0,1641.0,945,06001,945
170.0,678.0,576.0,16.0,42.0,85.0,531.0,782.0,946,06001,946
521.0,504.0,508.0,94.0,55.0,301.0,249.0,1022.0,947,06001,947
188.0,696.0,584.0,113.0,255.0,262.0,368.0,696.0,948,06001,948
348.0,378.0,558.0,94.0,396.0,175.0,583.0,224.0,949,06001,949
293.0,623.0,521.0,40.0,179.0,84.0,625.0,589.0,95,06075,95
415.0,708.0,701.0,97.0,319.0,269.0,642.0,691.0,950,06001,950
858.0,935.0,789.0,209.0,457.0,346.0,1230.0,758.0,951,06001,951
395.0,585.0,1171.0,258.0,786.0,218.0,1215.0,190.0,952,06001,952
794.0,473.0,1046.0,315.0,849.0,184.0,1427.0,168.0,953,06001,953
274.0,884.0,601.0,99.0,215.0,290.0,272.0,1081.0,954,06001,954
299.0,597.0,439.0,4.0,54.0,343.0,117.0,825.0,955,06001,955
493.0,749.0,701.0,164.0,266.0,373.0,340.0,1128.0,956,06001,956
387.0,629.0,409.0,20.0,74.0,205.0,431.0,735.0,957,06001,957
326.0,798.0,465.0,68.0,106.0,223.0,602.0,726.0,958,06001,958
309.0,1004.0,521.0,101.0,277.0,272.0,577.0,809.0,959,06001,959
164.0,552.0,484.0,10.0,155.0,112.0,456.0,487.0,96,06075,96
489.0,766.0,668.0,60.0,408.0,219.0,702.0,654.0,960,06001,960
208.01832376608382,202.01779519590835,220.01938090643483,52.504624989035584,170.01497615497237,129.51140830628776,130.51149640131703,252.52224399488543,961,06001,961
374.0,761.0,767.0,74.0,85.0,496.0,218.0,1177.0,962,06001,962
385.0,808.0,722.0,226.0,318.0,218.0,510.0,1095.0,963,06001,963
207.98167623391615,201.98220480409162,219.98061909356514,52.49537501096441,169.98502384502763,129.4885916937122,130.48850359868297,252.47775600511454,964,06001,964
0.0,8.0,6.0,7.0,0.0,0.0,0.0,21.0,965,06001,965
3.0,11.0,4.0,0.0,0.0,0.0,18.0,0.0,966,06001,966
30.0,217.0,112.0,0.0,9.0,12.0,309.0,29.0,967,06001,967
678.0,599.0,201.0,21.0,20.0,87.0,556.0,836.0,968,06001,968
165.0,397.0,321.0,7.0,69.0,48.0,232.0,541.0,969,06001,969
352.0,719.0,561.0,105.0,208.0,76.0,489.0,964.0,97,06075,97
331.0,987.0,338.0,29.0,63.0,349.0,165.0,1108.0,970,06001,970
428.0,408.0,95.0,0.0,0.0,32.0,0.0,899.0,971,06001,971
812.0,1007.0,598.0,111.0,46.0,180.0,238.0,2064.0,972,06001,972
282.0,897.0,425.0,17.0,55.0,182.0,356.0,1028.0,973,06001,973
395.0,612.0,582.0,59.0,108.0,73.0,509.0,958.0,974,06001,974
148.0,555.0,467.0,68.0,177.0,78.0,290.0,693.0,975,06001,975
306.0,1224.0,492.0,159.0,120.0,245.0,284.0,1532.0,976,06001,976
282.0,887.0,747.0,311.0,214.0,203.0,536.0,1274.0,977,06001,977
301.0,554.0,460.0,302.0,64.0,250.0,241.0,1062.0,978,06001,978
330.0,1011.0,416.0,74.0,74.0,95.0,192.0,1470.0,979,06001,979
312.0,924.0,609.0,98.0,236.0,115.0,697.0,895.0,98,06075,98
138.0,232.0,263.0,74.0,20.0,90.0,210.0,387.0,980,06001,980
228.0,260.0,64.0,46.0,6.0,80.0,77.0,435.0,981,06001,981
254.0,277.0,172.0,26.0,44.0,179.0,87.0,419.0,982,06001,982
462.0,465.0,165.0,93.0,36.0,128.0,189.0,832.0,983,06001,983
165.4607434136656,173.43475514444467,75.75311144240112,16.44639919473182,16.44639919473182,161.97211328144977,73.75960850970635,178.91688820935528,984,06001,984
166.5392565863344,174.56524485555533,76.24688855759888,16.55360080526818,16.55360080526818,163.02788671855023,74.24039149029365,180.08311179064472,985,06001,985
220.0,228.0,282.0,124.0,22.0,156.0,264.0,412.0,986,06001,986
130.0,207.0,182.0,96.0,30.0,104.0,117.0,364.0,987,06001,987
141.0,628.0,360.0,112.0,98.0,156.0,576.0,411.0,988,06001,988
147.0,421.0,200.0,73.0,47.0,204.0,143.0,447.0,989,06001,989
375.0,788.0,646.0,134.0,196.0,51.0,445.0,1251.0,99,06075,99
370.0,354.0,160.0,197.0,66.0,114.0,263.0,638.0,990,06001,990
497.0,750.0,517.0,60.0,49.0,252.0,499.0,1024.0,991,06001,991
160.0,406.0,345.0,183.0,97.0,199.0,304.0,494.0,992,06001,992
388.0,636.0,612.0,114.0,139.0,303.0,459.0,849.0,993,06001,993
214.0,338.0,275.0,124.0,139.0,104.0,341.0,367.0,994,06001,994
241.0,575.0,416.0,143.0,190.0,239.0,208.0,738.0,995,06001,995
243.0,820.0,620.0,259.0,212.0,205.0,470.0,1055.0,996,06001,996
75.0,263.0,298.0,54.0,83.0,95.0,189.0,323.0,997,06001,997
510.0,965.0,875.0,69.0,335.0,198.0,557.0,1329.0,998,06001,998
126.0,343.0,327.0,34.0,144.0,30.0,332.0,324.0,999,06001,999
