tract,gq_inst_m_0017,gq_noninst_m_0017_univ,gq_noninst_m_0017_mil,gq_noninst_m_0017_oth,gq_inst_m_1864,gq_noninst_m_1864_univ,gq_noninst_m_1864_mil,gq_noninst_m_1864_oth,gq_inst_m_65p,gq_noninst_m_65p_univ,gq_noninst_m_65p_mil,gq_noninst_m_65p_oth,gq_inst_f_0017,gq_noninst_f_0017_univ,gq_noninst_f_0017_mil,gq_noninst_f_0017_oth,gq_inst_f_1864,gq_noninst_f_1864_univ,gq_noninst_f_1864_mil,gq_noninst_f_1864_oth,gq_inst_f_65p,gq_noninst_f_65p_univ,gq_noninst_f_65p_mil,gq_noninst_f_65p_oth,county_fips,County_Name
06001432300,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,3,001,Alameda
06001432400,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,10,0,0,0,3,001,Alameda
06001432501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001432502,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,5,001,Alameda
06001432601,0,0,0,9,3,0,0,6,23,0,0,0,0,0,0,3,8,0,0,14,50,0,0,1,001,Alameda
06001432602,0,0,0,2,10,0,0,17,36,0,0,4,0,0,0,9,13,0,0,10,69,0,0,2,001,Alameda
06001432700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001432800,0,0,0,0,28,0,0,12,20,0,0,2,0,0,0,2,12,0,0,7,18,0,0,3,001,Alameda
06001433000,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,001,Alameda
06001433102,0,0,0,2,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,8,0,0,0,2,001,Alameda
06001433103,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,1,001,Alameda
06001433104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001433200,0,0,0,0,11,0,0,5,15,0,0,2,0,0,0,3,1,0,0,3,42,0,0,8,001,Alameda
06001433300,0,0,0,1,0,0,0,8,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,9,001,Alameda
06001433400,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,10,0,0,0,2,001,Alameda
06001433500,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,001,Alameda
06001433600,0,0,0,2,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,3,001,Alameda
06001433700,0,0,0,3,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,001,Alameda
06001433801,0,0,0,0,12,0,0,11,24,0,0,2,0,0,0,0,14,0,0,14,15,0,0,3,001,Alameda
06001433802,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,3,001,Alameda
06001433900,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,8,001,Alameda
06001434000,0,0,0,1,28,0,0,23,18,0,0,21,0,0,0,0,21,0,0,10,16,0,0,10,001,Alameda
06001435102,0,0,0,2,0,394,0,8,0,1,0,0,0,0,0,4,0,864,0,17,0,0,0,0,001,Alameda
06001435103,0,0,0,3,0,0,0,4,8,0,0,4,0,0,0,1,0,0,0,5,14,0,0,0,001,Alameda
06001435104,1,0,0,3,0,0,0,17,0,0,0,1,2,0,0,8,0,0,0,21,0,0,0,0,001,Alameda
06001435200,0,0,0,0,10,0,0,11,15,0,0,5,0,0,0,0,4,0,0,10,26,0,0,7,001,Alameda
06001435300,0,0,0,0,19,0,0,0,56,0,0,0,0,0,0,0,7,0,0,0,123,0,0,0,001,Alameda
06001435400,12,0,0,2,29,0,0,25,0,0,0,12,9,0,0,10,31,0,0,28,42,0,0,45,001,Alameda
06001435500,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,8,001,Alameda
06001435800,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,5,001,Alameda
06001435601,14,0,0,3,0,0,0,10,12,0,0,2,13,0,0,6,7,0,0,8,32,0,0,1,001,Alameda
06001435602,0,0,0,6,9,0,0,46,23,0,0,47,0,0,0,6,9,0,0,24,50,0,0,12,001,Alameda
06001435700,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,001,Alameda
06001435900,0,0,0,1,0,0,0,10,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,6,001,Alameda
06001436000,0,0,0,5,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9,001,Alameda
06001436100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001436200,0,0,0,4,14,0,0,18,30,0,0,27,0,0,0,8,8,0,0,14,46,0,0,19,001,Alameda
06001436301,0,0,0,2,3,0,0,1,13,0,0,1,0,0,0,1,4,0,0,6,11,0,0,2,001,Alameda
06001436302,11,0,0,0,3,0,0,4,6,0,0,4,2,0,0,1,6,0,0,8,20,0,0,1,001,Alameda
06001436402,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,1,0,0,0,6,0,0,0,7,001,Alameda
06001436403,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,3,001,Alameda
06001436404,0,0,0,2,0,0,0,4,1,0,0,3,0,0,0,1,3,0,0,9,2,0,0,6,001,Alameda
06001436500,0,2,0,2,0,48,0,4,0,0,0,0,0,6,0,2,0,93,0,9,0,0,0,0,001,Alameda
06001436601,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,11,0,0,0,3,001,Alameda
06001436602,0,0,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,001,Alameda
06001436700,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,001,Alameda
06001436800,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,001,Alameda
06001436900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001437000,0,0,0,6,0,0,0,9,1,0,0,14,0,0,0,2,1,0,0,8,0,0,0,7,001,Alameda
06001437101,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,001,Alameda
06001437102,0,0,0,2,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,001,Alameda
06001437200,0,0,0,0,27,0,0,25,63,0,0,20,0,0,0,1,20,0,0,15,73,0,0,14,001,Alameda
06001437300,3,0,0,2,0,0,0,16,0,0,0,4,0,0,0,3,0,0,0,12,0,0,0,3,001,Alameda
06001437400,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,1,001,Alameda
06001437500,0,0,0,3,14,0,0,8,20,0,0,3,0,0,0,5,9,0,0,3,32,0,0,1,001,Alameda
06001437600,0,0,0,1,13,0,0,9,52,0,0,6,0,0,0,3,15,0,0,3,49,0,0,1,001,Alameda
06001437701,0,0,0,1,0,0,0,26,0,0,0,12,0,0,0,2,0,0,0,22,0,0,0,16,001,Alameda
06001437702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001437800,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,001,Alameda
06001437900,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,2,001,Alameda
06001438000,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,12,0,0,0,7,001,Alameda
06001438100,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,3,001,Alameda
06001438201,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,001,Alameda
06001438203,0,0,0,2,0,0,0,93,0,0,0,8,0,0,0,4,0,0,0,20,0,0,0,8,001,Alameda
06001438204,0,0,0,1,0,0,0,8,0,0,0,4,0,0,0,1,0,0,0,7,0,0,0,10,001,Alameda
06001438300,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,001,Alameda
06001438400,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,001,Alameda
06001440100,10,0,0,0,3,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,59,0,0,0,001,Alameda
06001440200,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,001,Alameda
06001440301,0,0,0,1,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,9,001,Alameda
06001400100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001400200,0,0,0,2,0,0,0,40,0,0,0,14,0,0,0,4,0,0,0,4,0,0,0,0,001,Alameda
06001400300,0,0,0,16,0,10,0,69,0,0,0,2,0,0,0,4,0,21,0,17,0,0,0,3,001,Alameda
06001400400,0,0,0,2,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,001,Alameda
06001400500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001400600,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,001,Alameda
06001400700,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,2,001,Alameda
06001400800,0,0,0,8,0,0,0,68,0,0,0,5,0,0,0,5,0,0,0,30,0,0,0,4,001,Alameda
06001400900,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,001,Alameda
06001401000,0,0,0,5,0,0,0,78,0,0,0,14,0,0,0,5,0,0,0,41,0,0,0,3,001,Alameda
06001442301,0,0,0,0,0,0,0,57,0,0,0,10,0,0,0,4,0,0,0,39,0,0,0,10,001,Alameda
06001442302,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,2,0,0,0,8,0,0,0,29,001,Alameda
06001442400,0,0,0,0,4,0,0,6,3,0,0,2,0,0,0,0,3,0,0,7,3,0,0,7,001,Alameda
06001442501,0,0,0,4,15,0,0,4,31,0,0,2,0,0,0,2,24,0,0,0,35,0,0,0,001,Alameda
06001442502,0,0,0,0,4,0,0,8,30,0,0,4,0,0,0,1,6,0,0,7,49,0,0,4,001,Alameda
06001442601,0,0,0,0,2,0,0,5,1,0,0,4,0,0,0,0,1,0,0,6,2,0,0,10,001,Alameda
06001442602,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,001,Alameda
06001442700,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,0,001,Alameda
06001442800,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,3,001,Alameda
06001442900,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,7,001,Alameda
06001443001,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,5,001,Alameda
06001443002,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,001,Alameda
06001443102,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,001,Alameda
06001443103,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,59,001,Alameda
06001443104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001443105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001443200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001443301,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0,1,001,Alameda
06001443321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001443322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001444100,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,2,001,Alameda
06001444200,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001444301,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,4,001,Alameda
06001444303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001444304,0,0,0,6,0,0,0,31,0,0,0,1,0,0,0,1,0,0,0,15,0,0,0,2,001,Alameda
06001444400,0,0,0,0,0,0,0,85,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,8,001,Alameda
06001444500,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,2,001,Alameda
06001444601,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,001,Alameda
06001444602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450101,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,4,001,Alameda
06001450102,26,0,0,0,439,0,120,0,23,0,2,0,100,0,0,0,2684,0,88,0,24,0,0,0,001,Alameda
06001450200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450300,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,8,001,Alameda
06001450400,0,0,0,1,0,0,0,14,0,0,0,4,2,0,0,2,2,0,0,15,0,0,0,10,001,Alameda
06001450501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450502,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,3,001,Alameda
06001450601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450603,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,10,001,Alameda
06001450604,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,7,001,Alameda
06001450605,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,001,Alameda
06001450609,0,0,0,0,0,0,0,9,0,0,0,30,0,0,0,0,0,0,0,4,0,0,0,70,001,Alameda
06001450606,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,001,Alameda
06001450607,0,0,0,13,0,0,0,161,0,0,0,24,0,0,0,12,0,0,0,85,0,0,0,61,001,Alameda
06001450608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450701,7,0,0,2,3,0,0,1,4,0,0,17,0,0,0,0,2,0,0,3,2,0,0,28,001,Alameda
06001450741,0,0,0,0,0,0,0,7,41,0,0,0,0,0,0,0,1,0,0,0,64,0,0,3,001,Alameda
06001450742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450744,0,0,0,1,2,0,0,1,19,0,0,14,0,0,0,0,1,0,0,2,28,0,0,55,001,Alameda
06001450745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450746,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,23,001,Alameda
06001450750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001450752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001451102,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,10,001,Alameda
06001451103,0,0,0,0,3,0,0,0,52,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,001,Alameda
06001451104,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,001,Alameda
06001451201,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,4,001,Alameda
06001451202,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,001,Alameda
06001451300,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,2,001,Alameda
06001451401,0,0,0,7,0,0,0,35,0,0,0,11,0,0,0,7,0,0,0,23,0,0,0,5,001,Alameda
06001451403,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,5,001,Alameda
06001451404,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,2,001,Alameda
06001451501,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,10,0,0,0,11,0,0,0,7,001,Alameda
06001451503,0,0,0,7,0,0,0,54,0,0,0,16,0,0,0,10,0,0,0,29,0,0,0,22,001,Alameda
06001451504,0,0,0,12,0,0,0,62,0,0,0,3,0,0,0,15,0,0,0,25,0,0,0,5,001,Alameda
06001451505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001451506,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,001,Alameda
06001451601,0,0,0,4,0,0,0,9,0,0,0,13,0,0,0,4,0,0,0,7,0,0,0,28,001,Alameda
06001451602,0,0,0,3,12,0,0,15,44,0,0,31,0,0,0,0,3,0,0,11,93,0,0,96,001,Alameda
06001451701,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,001,Alameda
06001451703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06001451704,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,001,Alameda
06001981900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,001,Alameda
06001982000,0,0,0,10,0,0,0,41,0,0,0,6,0,0,0,11,0,0,0,34,0,0,0,11,001,Alameda
06001982100,0,0,0,0,0,466,0,8,0,0,0,1,0,0,0,0,0,386,0,1,0,0,0,0,001,Alameda
06001983200,0,0,0,2,0,0,0,60,0,0,0,4,0,0,0,13,0,0,0,39,0,0,0,1,001,Alameda
06001990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001,Alameda
06013305000,0,0,0,1,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,4,013,Contra Costa
06013306002,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,013,Contra Costa
06013306003,6,0,0,0,6,0,0,10,19,0,0,5,4,0,0,0,0,0,0,0,42,0,0,1,013,Contra Costa
06013306004,0,0,0,0,9,0,0,7,11,0,0,1,0,0,0,0,3,0,0,2,21,0,0,4,013,Contra Costa
06013307101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013307204,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,013,Contra Costa
06013307102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013307201,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,013,Contra Costa
06013307202,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,013,Contra Costa
06013307205,0,0,0,0,4,0,0,26,4,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,013,Contra Costa
06013308001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013308002,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,9,0,0,0,0,013,Contra Costa
06013309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,013,Contra Costa
06013310000,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,013,Contra Costa
06013311000,0,0,0,3,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,1,013,Contra Costa
06013312000,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,013,Contra Costa
06013313102,0,0,0,0,13,0,0,99,28,0,0,28,0,0,0,0,9,0,0,71,46,0,0,13,013,Contra Costa
06013313104,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,013,Contra Costa
06013313105,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,013,Contra Costa
06013313106,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,1,013,Contra Costa
06013313107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013313203,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,12,013,Contra Costa
06013313204,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,013,Contra Costa
06013313205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013313206,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,013,Contra Costa
06013314102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013314103,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,12,0,0,0,1,013,Contra Costa
06013314105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013314106,2,0,0,3,0,0,0,3,0,0,0,0,13,0,0,4,3,0,0,6,0,0,0,2,013,Contra Costa
06013314200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,013,Contra Costa
06013315000,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,2,013,Contra Costa
06013316000,1,0,0,2,502,0,0,73,3,0,0,1,0,0,0,0,62,0,0,27,6,0,0,0,013,Contra Costa
06013317000,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,013,Contra Costa
06013318000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,25,0,0,0,013,Contra Costa
06013319001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,013,Contra Costa
06013319002,2,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,4,0,0,3,0,0,0,0,013,Contra Costa
06013320001,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,013,Contra Costa
06013320003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013320004,0,0,0,2,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,013,Contra Costa
06013321101,0,0,0,0,28,0,0,0,79,0,0,0,0,0,0,0,4,0,0,0,52,0,0,0,013,Contra Costa
06013321102,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,013,Contra Costa
06013321103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013321200,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,2,013,Contra Costa
06013324002,0,0,0,0,5,0,0,6,35,0,0,1,0,0,0,2,3,0,0,4,77,0,0,2,013,Contra Costa
06013322000,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,5,013,Contra Costa
06013323000,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,22,013,Contra Costa
06013324003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013324004,2,0,0,0,1,0,0,9,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,2,013,Contra Costa
06013325000,0,0,0,0,33,0,0,29,59,0,0,6,0,0,0,1,15,0,0,44,105,0,0,17,013,Contra Costa
06013326000,6,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,2,0,0,3,3,0,0,2,013,Contra Costa
06013327001,0,0,0,0,0,0,0,76,0,0,0,18,0,0,0,0,0,0,0,34,0,0,0,22,013,Contra Costa
06013327002,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,013,Contra Costa
06013328000,0,0,0,0,19,0,0,18,16,0,0,4,0,0,0,1,11,0,0,2,41,0,0,3,013,Contra Costa
06013329000,0,0,0,0,0,0,0,51,0,0,0,9,0,0,0,2,0,0,0,22,0,0,0,8,013,Contra Costa
06013330000,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,013,Contra Costa
06013331000,0,0,0,0,12,0,0,5,22,0,0,11,0,0,0,0,8,0,0,8,44,0,0,12,013,Contra Costa
06013332000,0,0,0,0,7,0,0,8,21,0,0,2,0,0,0,0,1,0,0,6,57,0,0,5,013,Contra Costa
06013333101,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,013,Contra Costa
06013333102,0,0,0,2,3,0,0,8,0,0,0,5,0,0,0,0,0,0,0,4,2,0,0,5,013,Contra Costa
06013333200,0,0,0,0,5,0,0,7,0,0,0,7,0,0,0,0,1,0,0,12,0,0,0,13,013,Contra Costa
06013334001,0,0,0,0,8,0,0,7,37,0,0,2,0,0,0,0,1,0,0,1,75,0,0,4,013,Contra Costa
06013334006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013334007,0,0,0,6,0,0,0,56,0,0,0,21,0,0,0,4,0,0,0,42,0,0,0,12,013,Contra Costa
06013334008,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,013,Contra Costa
06013334200,0,0,0,0,20,0,0,0,59,0,0,0,0,0,0,0,24,0,0,0,123,0,0,0,013,Contra Costa
06013335000,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,10,013,Contra Costa
06013336101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
