"TAZ","TOTHH","TOTPOP","hh_own","hh_rent","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","gq_tot_pop"
"36","3101.0","415.0658154909917","221.0","2889.0","1594.0","851.0","498.0","182.0","1699.0","193.0","1234.0","573.0","365.0","469.0","61.80017969451932"
"360","808.0","120.01296877378122","480.0","337.0","195.0","325.0","158.0","155.0","1520.0","672.0","130.0","106.0","291.0","1515.0","0.0"
"361","1498.0","285.2845292584555","875.0","648.0","188.0","437.0","297.0","617.0","1231.0","1288.0","89.0","76.0","246.0","1942.0","6.0"
"362","1397.0","226.30029027184884","929.0","478.0","240.0","530.0","320.0","333.0","1164.0","906.0","108.0","67.0","156.0","1594.0","6.0"
"363","1481.0","241.7871676541428","604.0","899.0","411.0","420.0","297.0","393.0","737.0","552.0","218.0","74.0","73.0","831.0","0.0"
"364","925.0","163.54261035041915","679.0","258.0","123.0","381.0","132.0","335.0","433.0","334.0","28.0","16.0","43.0","628.0","4.0"
"365","4644.0","533.6340444530397","822.0","3850.0","2201.0","1558.0","322.0","591.0","1995.0","416.0","343.0","92.0","276.0","1527.0","0.0"
"366","2238.0","304.32184084059617","1008.0","1249.0","872.0","715.0","438.0","250.0","1900.0","542.0","197.0","113.0","482.0","1493.0","20.0"
"367","1716.0","291.2248143733653","1039.0","702.0","288.0","670.0","258.0","525.0","1630.0","830.0","191.0","329.0","265.0","1515.0","0.0"
"368","1026.0","180.79867877886937","949.0","84.0","120.0","503.0","113.0","331.0","1225.0","443.0","84.0","49.0","186.0","1230.0","4.0"
"369","2642.0","571.9064988171169","1864.0","807.0","846.0","890.0","417.0","535.0","1222.0","641.0","194.0","47.0","182.0","1306.0","193.0"
"37","1543.0","220.9506869555676","166.0","1392.0","870.0","417.0","142.0","130.0","2117.0","221.0","505.0","286.0","287.0","725.0","50.0"
"370","757.0","123.06004990870736","553.0","225.0","135.0","316.0","107.0","238.0","1178.0","711.0","116.0","141.0","81.0","1424.0","0.0"
"371","774.0","139.6166124097137","567.0","233.0","111.0","307.0","173.0","209.0","810.0","575.0","47.0","53.0","77.0","1122.0","8.069550930996714"
"372","3870.0","468.5501969778136","1034.0","2858.0","1746.0","1140.0","714.0","309.0","2586.0","781.0","260.0","137.0","422.0","2304.0","19.0"
"373","1144.0","193.3481784709441","724.0","431.0","213.0","427.0","217.0","332.0","871.0","454.0","95.0","152.0","219.0","783.0","1.248249522597072"
"374","1077.0","209.6004150696568","502.0","597.0","209.0","437.0","270.0","201.0","878.0","333.0","65.0","118.0","149.0","779.0","40.0"
"375","4728.0","594.6103637646986","1342.0","3415.0","1761.0","2002.0","494.0","517.0","1408.0","377.0","265.0","169.0","158.0","1076.0","0.1577464788732394"
"376","1346.0","253.75974117567017","710.0","642.0","434.0","543.0","129.0","281.0","1265.0","455.0","173.0","112.0","194.0","1121.0","64.0"
"377","3971.0","440.11819212933307","1098.0","2880.0","2080.0","1264.0","445.0","206.0","2295.0","591.0","125.0","193.0","446.0","1918.0","28.0"
"378","1918.0","272.6827186742231","276.0","1656.0","735.0","902.0","250.0","79.0","1473.0","370.0","113.0","52.0","297.0","1244.0","53.0"
"379","1851.0","268.62864112674976","190.0","1670.0","756.0","682.0","147.0","309.0","2055.0","493.0","173.0","229.0","531.0","1431.0","19.0"
"38","1590.0","215.59498113851444","508.0","1100.0","683.0","531.0","130.0","279.0","1118.0","252.0","332.0","197.0","256.0","1384.0","6.794163860830527"
"380","11021.0","1564.199649947274","993.0","10043.0","4138.0","3588.0","1549.0","1777.0","1746.0","468.0","67.0","300.0","307.0","1398.0","67.0"
"381","1178.0","149.76033628424443","507.0","678.0","555.0","298.0","170.0","196.0","1862.0","825.0","157.0","283.0","288.0","1690.0","0.0"
"382","1312.0","203.51882075411012","622.0","722.0","423.0","309.0","312.0","298.0","697.0","478.0","43.0","39.0","198.0","799.0","6.0"
"383","774.0","299.48556946944325","664.0","118.0","92.0","176.0","135.0","396.0","375.0","483.0","6.0","22.0","31.0","719.0","150.0"
"384","808.0","153.78118117006912","757.0","63.0","108.0","277.0","114.0","338.0","1049.0","637.0","64.0","68.0","90.0","1382.0","5.741270509045015"
"385","1043.0","187.21690667923733","929.0","133.0","137.0","397.0","166.0","378.0","703.0","407.0","32.0","56.0","111.0","838.0","0.0"
"386","2036.0","334.26383676984284","1826.0","222.0","392.0","706.0","293.0","674.0","704.0","415.0","126.0","78.0","86.0","710.0","0.0"
"387","858.0","173.03571646798048","738.0","144.0","68.0","318.0","156.0","339.0","790.0","640.0","36.0","84.0","47.0","1200.0","16.706282722513087"
"388","1094.0","262.12591184184896","1008.0","104.0","152.0","287.0","378.0","295.0","1341.0","835.0","60.0","71.0","148.0","1782.0","74.64640100803277"
"389","2810.0","509.62224904296784","1486.0","1331.0","899.0","978.0","290.0","667.0","1221.0","704.0","191.0","111.0","160.0","1366.0","86.10839552238807"
"39","1606.0","180.63994460170397","374.0","1251.0","728.0","614.0","225.0","73.0","2555.0","167.0","338.0","75.0","294.0","1491.0","0.4053855569155447"
"390","1481.0","169.76485158444808","503.0","1002.0","653.0","556.0","169.0","126.0","1071.0","410.0","127.0","119.0","158.0","984.0","0.0"
"391","2978.0","550.5817245673386","403.0","2602.0","918.0","908.0","407.0","790.0","1213.0","527.0","150.0","385.0","405.0","1933.0","109.50934970694948"
"392","3517.0","528.11337479548","257.0","3268.0","1118.0","1228.0","553.0","659.0","1556.0","616.0","76.0","267.0","461.0","1518.0","6.256950440338456"
"393","2709.0","334.5941063323122","384.0","2348.0","1186.0","925.0","323.0","315.0","1766.0","371.0","228.0","75.0","310.0","1372.0","7.0"
"394","724.0","292.00717863573226","461.0","273.0","153.0","264.0","161.0","174.0","1073.0","519.0","120.0","153.0","128.0","1074.0","178.0"
"395","2339.0","288.54676586908687","562.0","1793.0","654.0","1133.0","425.0","160.0","1761.0","589.0","114.0","48.0","239.0","1796.0","0.0"
"396","67.0","9.45107398568019","39.0","35.0","37.0","48.0","15.0","6.0","1761.0","589.0","0.0","0.0","1.0","3.0","0.0"
"397","2658.0","427.5287497816403","1238.0","1442.0","354.0","1088.0","688.0","567.0","1796.0","912.0","38.0","16.0","22.0","986.0","0.0"
"398","2558.0","405.22667550118274","937.0","1641.0","717.0","789.0","451.0","654.0","1796.0","912.0","55.0","149.0","359.0","893.0","0.0"
"399","118.0","15.64093728463129","86.0","49.0","34.0","69.0","15.0","17.0","1582.0","506.0","3.0","0.0","2.0","9.0","0.0"
"4","1023.0","303.141696122191","198.0","843.0","601.0","216.0","187.0","53.0","1224.0","191.0","42.0","14.0","23.0","65.0","188.0"
"40","1905.0","229.4907770871553","712.0","1202.0","946.0","653.0","278.0","53.0","1410.0","174.0","242.0","149.0","186.0","1935.0","11.415675913694407"
"400","1582.0","219.2272715380632","726.0","875.0","472.0","585.0","273.0","271.0","1582.0","506.0","144.0","79.0","334.0","1361.0","0.0"
"401","757.0","203.74983183766855","496.0","275.0","309.0","243.0","109.0","128.0","465.0","101.0","123.0","283.0","180.0","476.0","100.0"
"402","606.0","132.35185382179495","3.0","611.0","1.0","179.0","156.0","294.0","126.0","146.0","5.0","-1.0","58.0","140.0","0.0"
"403","0.0","20.18421692607004","9.0","4.0","3.0","3.0","3.0","4.0","439.0","150.0","0.0","0.0","0.0","1.0","18.0"
"404","488.0","106.50261176513244","362.0","151.0","132.0","102.0","105.0","175.0","439.0","150.0","71.0","99.0","111.0","266.0","18.0"
"405","17.0","23.736327280587982","22.0","10.0","9.0","7.0","7.0","27.0","439.0","150.0","0.0","0.0","0.0","2.0","18.0"
"406","2894.0","445.19524254784966","886.0","2028.0","1160.0","1047.0","237.0","472.0","4631.0","1357.0","33.0","12.0","8.0","630.0","89.0"
"407","151.0","110.5979467905012","14.0","153.0","39.0","94.0","37.0","13.0","4631.0","1357.0","0.0","0.0","2.0","47.0","89.0"
"408","151.0","110.47647908465264","14.0","152.0","39.0","94.0","37.0","13.0","4631.0","1357.0","0.0","0.0","1.0","17.0","89.00000000000001"
"409","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"41","2566.0","342.44410518582816","561.0","2024.0","1159.0","1091.0","228.0","124.0","1188.0","159.0","542.0","272.0","261.0","1080.0","44.52060954284287"
"410","8749.0","1156.2076657964346","828.0","7925.0","2817.0","3769.0","1245.0","956.0","4631.0","1357.0","296.0","77.0","326.0","4133.0","89.0"
"411","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"412","5754.0","746.1819476768796","383.0","5389.0","1602.0","2794.0","780.0","595.0","2013.0","464.0","467.0","265.0","1012.0","6925.0","0.0"
"413","5098.0","719.2851827999185","1019.0","4096.0","1130.0","2305.0","1066.0","614.0","1454.0","749.0","193.0","192.0","360.0","3344.0","6.915525573902538"
"414","824.0","433.5196762346594","506.0","331.0","103.0","220.0","131.0","400.0","645.0","416.0","72.0","55.0","241.0","621.0","239.0"
"415","1178.0","240.92025221447133","946.0","247.0","293.0","167.0","314.0","453.0","947.0","621.0","58.0","23.0","48.0","537.0","28.68795955882353"
"416","2154.0","348.35090661569313","795.0","1366.0","474.0","757.0","442.0","505.0","1376.0","582.0","208.0","150.0","379.0","2048.0","8.477448032422538"
"417","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"418","522.0","105.08881815356526","525.0","0.0","106.0","215.0","91.0","147.0","1272.0","538.0","42.0","49.0","103.0","334.0","22.0"
"419","2053.0","363.08043304758473","916.0","1149.0","571.0","506.0","546.0","460.0","1261.0","533.0","130.0","93.0","184.0","721.0","21.776986012140405"
"42","1543.0","963.6275856548806","0.0","1545.0","301.0","383.0","316.0","562.0","596.0","190.0","242.0","246.0","286.0","495.0","651.0"
"420","909.0","184.41738316073585","656.0","272.0","76.0","345.0","225.0","299.0","654.0","237.0","73.0","44.0","183.0","513.0","9.0"
"421","1733.0","245.8802908929792","984.0","764.0","493.0","741.0","203.0","311.0","2766.0","681.0","184.0","340.0","625.0","2072.0","0.0"
"422","4779.0","637.2497939001252","1259.0","3545.0","1432.0","2329.0","488.0","554.0","2034.0","466.0","150.0","178.0","620.0","2501.0","17.456190975865688"
"423","1363.0","222.52444591213103","568.0","812.0","394.0","418.0","240.0","343.0","1140.0","566.0","159.0","139.0","298.0","1002.0","0.0"
"424","1935.0","319.5745883952756","886.0","1063.0","415.0","590.0","527.0","433.0","910.0","429.0","135.0","186.0","572.0","1570.0","6.055956678700361"
"425","2120.0","324.2305816795031","681.0","1463.0","634.0","706.0","254.0","567.0","1171.0","321.0","82.0","97.0","258.0","945.0","0.0"
"426","1750.0","319.4195957774473","698.0","1070.0","514.0","695.0","346.0","230.0","1405.0","388.0","67.0","100.0","299.0","1321.0","81.05464357994153"
"427","4543.0","587.6045391054756","1557.0","3011.0","1268.0","2038.0","895.0","368.0","2375.0","478.0","76.0","38.0","74.0","1475.0","2.783505154639175"
"428","11055.0","1420.503561858702","3771.0","7289.0","3080.0","4933.0","2175.0","889.0","2410.0","480.0","36.0","18.0","33.0","720.0","0.0"
"429","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"43","1700.0","205.85959880201275","408.0","1319.0","862.0","648.0","64.0","154.0","1518.0","218.0","184.0","149.0","282.0","2174.0","7.597515527950311"
"430","7269.0","1017.2047536895468","266.0","7032.0","2395.0","2847.0","758.0","1281.0","2948.0","912.0","120.0","31.0","79.0","624.0","11.0"
"431","135.0","31.045108408249604","5.0","140.0","65.0","74.0","15.0","26.0","2948.0","912.0","2.0","1.0","2.0","12.0","11.0"
"432","1195.0","177.59864679582714","44.0","1161.0","397.0","488.0","125.0","212.0","2948.0","912.0","37.0","10.0","24.0","193.0","11.0"
"433","2776.0","434.5315079617969","663.0","2126.0","876.0","1043.0","382.0","506.0","2904.0","896.0","393.0","201.0","518.0","1391.0","37.73760474860336"
"434","236.0","109.055358079366","147.0","111.0","128.0","114.0","32.0","0.0","1844.0","331.0","24.0","0.0","7.0","21.0","84.0"
"435","2608.0","363.0933772566141","514.0","2112.0","1277.0","990.0","238.0","138.0","1844.0","331.0","407.0","111.0","442.0","1015.0","84.0"
"436","993.0","167.14279791794954","437.0","574.0","186.0","352.0","200.0","290.0","1106.0","671.0","176.0","100.0","335.0","1050.0","7.094868173258004"
"437","2339.0","335.4681844231513","767.0","1583.0","719.0","811.0","414.0","423.0","1655.0","712.0","185.0","284.0","424.0","1304.0","0.0"
"438","1245.0","227.612291123738","859.0","392.0","224.0","354.0","317.0","373.0","1053.0","700.0","175.0","54.0","231.0","1201.0","11.02234872443601"
"439","1144.0","172.58266470262183","731.0","421.0","340.0","328.0","300.0","218.0","947.0","302.0","121.0","151.0","164.0","732.0","0.0"
"44","1637.0","213.18178880452956","372.0","1286.0","834.0","602.0","131.0","108.0","1831.0","195.0","89.0","142.0","422.0","2592.0","30.93328220858896"
"440","5233.0","693.0638403919774","1239.0","4019.0","1836.0","1639.0","1037.0","745.0","2741.0","1285.0","369.0","225.0","461.0","2711.0","8.0"
"441","4190.0","561.9382240616151","689.0","3531.0","1491.0","1329.0","973.0","444.0","2747.0","421.0","381.0","116.0","420.0","1996.0","13.0"
"442","724.0","157.0790767788458","591.0","149.0","81.0","218.0","186.0","272.0","916.0","319.0","68.0","32.0","156.0","875.0","13.428044280442805"
"443","3045.0","426.535493612112","291.0","2762.0","855.0","1422.0","462.0","347.0","1625.0","541.0","117.0","136.0","289.0","1550.0","0.0"
"444","1228.0","253.8650729871532","676.0","557.0","321.0","458.0","179.0","292.0","1518.0","764.0","172.0","114.0","311.0","1541.0","70.71435570798629"
"445","3029.0","518.9986366800297","737.0","2308.0","399.0","922.0","994.0","747.0","1211.0","725.0","260.0","154.0","542.0","2493.0","12.669733815313837"
"446","2356.0","340.1158948686003","873.0","1502.0","539.0","910.0","510.0","416.0","1385.0","502.0","112.0","95.0","486.0","2771.0","0.0"
"447","2726.0","475.414305504082","1185.0","1557.0","1019.0","875.0","556.0","292.0","1559.0","628.0","106.0","185.0","268.0","1461.0","132.0"
"448","5485.0","722.965992927801","467.0","5041.0","2258.0","1455.0","988.0","824.0","1304.0","513.0","439.0","191.0","459.0","2228.0","18.0"
"449","3920.0","613.0775255498162","652.0","3296.0","1374.0","952.0","913.0","708.0","1880.0","953.0","263.0","195.0","372.0","1817.0","73.0"
"45","1401.0","199.7482656668133","340.0","1081.0","586.0","392.0","204.0","255.0","1015.0","317.0","65.0","147.0","122.0","1837.0","6.229500989228402"
"450","1817.0","265.4346774564701","258.0","1566.0","561.0","685.0","449.0","161.0","2259.0","552.0","268.0","96.0","273.0","1986.0","11.0"
"451","1969.0","305.92318123136016","775.0","1206.0","543.0","650.0","406.0","401.0","1624.0","870.0","213.0","243.0","229.0","1647.0","15.0"
"452","1296.0","388.59869677300776","1089.0","224.0","149.0","289.0","326.0","567.0","549.0","509.0","32.0","54.0","90.0","812.0","134.0"
"453","976.0","268.21160320158333","569.0","434.0","137.0","286.0","143.0","454.0","1464.0","1178.0","105.0","228.0","292.0","1968.0","81.60064759848893"
"454","1161.0","464.0028248358786","927.0","237.0","194.0","349.0","357.0","298.0","954.0","689.0","59.0","74.0","136.0","1268.0","272.0"
"455","808.0","140.24824743109224","728.0","92.0","90.0","390.0","110.0","248.0","701.0","311.0","26.0","124.0","88.0","711.0","2.0"
"456","4543.0","855.1134494501721","878.0","3671.0","490.0","1214.0","1200.0","1662.0","949.0","772.0","300.0","144.0","671.0","1936.0","3.691139240506329"
"457","1094.0","208.5088160380181","698.0","417.0","158.0","252.0","207.0","515.0","930.0","955.0","96.0","68.0","204.0","1313.0","0.0"
"458","2591.0","437.5644529210592","1011.0","1590.0","406.0","860.0","445.0","906.0","820.0","923.0","171.0","50.0","183.0","1296.0","0.0"
"459","1868.0","316.04436748179074","794.0","1086.0","315.0","746.0","370.0","482.0","1024.0","504.0","155.0","210.0","268.0","2220.0","11.11312934292332"
"46","2708.0","336.0996931671882","780.0","1946.0","1588.0","779.0","229.0","146.0","2343.0","231.0","195.0","277.0","488.0","3058.0","54.94127540294324"
"460","2356.0","358.057161468265","599.0","1770.0","763.0","627.0","639.0","357.0","884.0","558.0","63.0","48.0","113.0","1113.0","27.0"
"461","841.0","173.58456108298952","540.0","303.0","105.0","230.0","268.0","274.0","1074.0","560.0","96.0","108.0","239.0","1066.0","17.0"
"462","875.0","187.63320987133147","576.0","314.0","99.0","281.0","180.0","363.0","1120.0","755.0","166.0","57.0","165.0","1348.0","29.0"
"463","1683.0","247.7662105716068","791.0","925.0","389.0","601.0","433.0","293.0","1341.0","606.0","65.0","81.0","373.0","1297.0","0.0"
"464","1784.0","282.9096333129932","916.0","877.0","467.0","584.0","404.0","354.0","1358.0","591.0","139.0","95.0","246.0","1326.0","20.0"
"465","2103.0","357.626786752503","821.0","1297.0","656.0","801.0","407.0","253.0","1385.0","416.0","266.0","294.0","655.0","2135.0","73.25711662075298"
"466","606.0","96.44102070921082","418.0","214.0","183.0","256.0","91.0","117.0","1257.0","465.0","113.0","142.0","334.0","1012.0","9.223212076218758"
"467","2642.0","471.71121515818106","642.0","2003.0","1007.0","664.0","705.0","319.0","1898.0","488.0","180.0","85.0","499.0","1463.0","118.0"
"468","1447.0","357.96365985450745","502.0","975.0","517.0","502.0","190.0","285.0","1676.0","655.0","290.0","338.0","327.0","1229.0","156.4548780487805"
"469","3399.0","683.9825276134161","829.0","2580.0","867.0","706.0","747.0","1122.0","702.0","655.0","342.0","273.0","578.0","1159.0","64.94656287109117"
"47","1858.0","200.65909436285483","523.0","1347.0","1218.0","503.0","62.0","120.0","1891.0","164.0","93.0","151.0","214.0","1199.0","18.0"
"470","1548.0","243.64120391315075","646.0","925.0","428.0","464.0","406.0","273.0","2094.0","656.0","89.0","232.0","224.0","2022.0","18.0"
"471","3079.0","524.9558533039577","621.0","2479.0","902.0","1225.0","491.0","499.0","1666.0","492.0","253.0","258.0","377.0","1110.0","99.0"
"472","6327.0","875.7692915388038","1055.0","5289.0","2435.0","1878.0","600.0","1448.0","1582.0","955.0","276.0","231.0","608.0","1254.0","0.0"
"473","2238.0","381.3925131705584","662.0","1598.0","488.0","679.0","485.0","625.0","1482.0","787.0","298.0","308.0","559.0","997.0","15.707792207792208"
"474","1582.0","271.7681783948037","842.0","754.0","335.0","549.0","287.0","441.0","1299.0","393.0","84.0","168.0","319.0","1006.0","14.0"
"475","875.0","135.11899375067188","339.0","547.0","323.0","238.0","192.0","148.0","1175.0","517.0","131.0","120.0","397.0","891.0","0.0"
"476","1111.0","414.98820940579503","616.0","505.0","260.0","273.0","229.0","375.0","1672.0","1343.0","109.0","121.0","591.0","1986.0","228.0"
"477","1111.0","189.20867933414092","704.0","432.0","207.0","303.0","221.0","388.0","1302.0","904.0","167.0","140.0","331.0","1427.0","0.0"
"478","7420.0","1165.7131631946822","671.0","6774.0","1872.0","1819.0","1597.0","2158.0","1355.0","1083.0","316.0","252.0","414.0","1300.0","10.0"
"479","2086.0","390.797341520949","991.0","1125.0","460.0","615.0","371.0","669.0","1126.0","764.0","260.0","159.0","251.0","2192.0","35.37917752350742"
"48","1590.0","204.8953936161867","394.0","1211.0","859.0","509.0","119.0","134.0","1132.0","185.0","184.0","79.0","103.0","1659.0","15.074303405572756"
"480","724.0","126.5293402326712","623.0","109.0","86.0","209.0","218.0","237.0","668.0","465.0","5.0","53.0","120.0","882.0","0.0"
"481","993.0","178.25739340062847","843.0","166.0","160.0","210.0","271.0","385.0","1053.0","872.0","57.0","56.0","184.0","1495.0","0.0"
"482","623.0","117.5931313862068","508.0","119.0","56.0","139.0","214.0","236.0","847.0","667.0","48.0","52.0","117.0","1190.0","0.0"
"483","2120.0","382.19057070156094","905.0","1233.0","482.0","531.0","646.0","496.0","1294.0","896.0","297.0","226.0","269.0","1252.0","0.0"
"484","2154.0","291.3080586076267","859.0","1298.0","772.0","648.0","303.0","485.0","1024.0","556.0","197.0","219.0","412.0","2122.0","0.0"
"485","1548.0","270.4126047484714","974.0","596.0","261.0","445.0","361.0","519.0","1378.0","1227.0","81.0","188.0","145.0","2010.0","16.0"
"486","3382.0","529.6250137241813","488.0","2905.0","933.0","524.0","1023.0","929.0","1136.0","1142.0","196.0","177.0","200.0","1548.0","0.0"
"487","1565.0","256.9620337094028","402.0","1186.0","357.0","467.0","406.0","358.0","1239.0","832.0","152.0","118.0","115.0","1575.0","16.858993902439025"
"488","2053.0","436.2614692797399","1284.0","786.0","405.0","548.0","580.0","552.0","841.0","568.0","366.0","121.0","317.0","1760.0","96.35854765506808"
"489","1716.0","308.34855281376065","1449.0","276.0","257.0","409.0","427.0","648.0","1457.0","902.0","215.0","113.0","143.0","1733.0","0.0"
"49","1559.0","173.4190829107399","450.0","1128.0","958.0","474.0","117.0","44.0","2472.0","341.0","246.0","155.0","222.0","1643.0","18.0"
"490","1144.0","184.0298220582353","925.0","242.0","208.0","438.0","218.0","303.0","952.0","461.0","95.0","97.0","160.0","992.0","0.1940298507462686"
"491","1548.0","268.97266253514783","1118.0","451.0","110.0","659.0","239.0","561.0","659.0","508.0","34.0","63.0","110.0","882.0","0.0"
"492","1498.0","273.9809283224778","995.0","507.0","101.0","446.0","362.0","609.0","1014.0","1058.0","103.0","61.0","199.0","1564.0","0.0"
"493","791.0","159.05357942233246","745.0","58.0","109.0","282.0","149.0","298.0","1333.0","702.0","83.0","192.0","198.0","1430.0","14.976390346274922"
"494","841.0","139.4034881290797","790.0","68.0","116.0","320.0","248.0","191.0","1571.0","720.0","48.0","203.0","201.0","1685.0","0.0"
"495","1868.0","323.7716704639132","1584.0","287.0","196.0","615.0","519.0","575.0","1371.0","838.0","92.0","66.0","192.0","1734.0","0.4373072970195273"
"496","572.0","211.1811096635248","511.0","74.0","115.0","261.0","103.0","123.0","760.0","218.0","121.0","24.0","65.0","691.0","117.0"
"497","1464.0","229.06080747860844","1162.0","317.0","271.0","628.0","196.0","401.0","1753.0","877.0","232.0","146.0","210.0","1846.0","0.0"
"498","875.0","158.07517221094395","670.0","224.0","161.0","403.0","127.0","220.0","1190.0","479.0","103.0","52.0","235.0","1173.0","26.0"
"499","740.0","139.96504680720346","589.0","156.0","163.0","216.0","118.0","299.0","1452.0","1165.0","141.0","191.0","325.0","1796.0","13.0"
"5","2188.0","429.66435647110825","431.0","1769.0","1319.0","423.0","381.0","109.0","1224.0","191.0","174.0","32.0","52.0","187.0","188.0"
"50","1086.0","166.1991017493247","332.0","766.0","513.0","325.0","145.0","131.0","1186.0","211.0","175.0","134.0","224.0","1668.0","20.90566444109412"
"500","1161.0","241.0545856744488","951.0","229.0","62.0","406.0","227.0","502.0","817.0","601.0","61.0","39.0","193.0","1031.0","11.0"
"501","589.0","135.31253069187264","378.0","221.0","66.0","235.0","139.0","193.0","928.0","704.0","73.0","67.0","142.0","1243.0","35.0"
"502","1211.0","208.6068086129631","681.0","538.0","370.0","349.0","156.0","379.0","1218.0","702.0","310.0","223.0","223.0","1029.0","10.0"
"503","4358.0","863.9839328100151","732.0","3644.0","1123.0","1480.0","598.0","1208.0","2068.0","854.0","555.0","175.0","543.0","1416.0","170.0"
"504","3382.0","507.959619226673","1185.0","2216.0","730.0","1342.0","561.0","785.0","1659.0","668.0","110.0","145.0","549.0","1373.0","8.807157894736841"
"505","1918.0","349.4113665446702","887.0","1045.0","383.0","575.0","350.0","640.0","1269.0","819.0","143.0","91.0","536.0","1190.0","24.0"
"506","1312.0","223.5023301303005","574.0","741.0","316.0","536.0","296.0","218.0","1067.0","462.0","155.0","60.0","237.0","969.0","24.0"
"507","1397.0","207.5929182237188","1151.0","253.0","369.0","480.0","301.0","288.0","1197.0","722.0","88.0","58.0","204.0","1517.0","0.0"
"508","1716.0","276.3452131692384","706.0","1036.0","279.0","651.0","337.0","474.0","690.0","576.0","126.0","16.0","94.0","931.0","0.0"
"509","3416.0","466.1315239521872","972.0","2466.0","1328.0","1085.0","361.0","682.0","1133.0","341.0","71.0","98.0","249.0","960.0","20.79747256401729"
"51","1779.0","217.1792846390045","530.0","1270.0","697.0","872.0","124.0","122.0","2248.0","393.0","152.0","66.0","238.0","1680.0","0.0"
"510","875.0","145.9673191836153","834.0","54.0","104.0","385.0","204.0","212.0","674.0","368.0","45.0","36.0","25.0","798.0","0.0"
"511","1346.0","215.36629435026865","1057.0","303.0","329.0","514.0","191.0","343.0","1240.0","379.0","290.0","186.0","361.0","2055.0","8.371383330934217"
"512","656.0","127.86048839104323","541.0","132.0","147.0","260.0","123.0","161.0","1227.0","637.0","83.0","108.0","280.0","1265.0","22.0"
"513","1026.0","280.62059802037805","965.0","74.0","104.0","480.0","63.0","409.0","795.0","425.0","163.0","0.0","41.0","926.0","94.0"
"514","1195.0","492.7566951459885","809.0","393.0","304.0","268.0","259.0","387.0","1864.0","1171.0","157.0","145.0","294.0","2233.0","295.0"
"515","1262.0","258.76006444343625","709.0","568.0","171.0","338.0","347.0","422.0","1213.0","1205.0","89.0","200.0","445.0","1522.0","30.0"
"516","690.0","117.41471758284284","553.0","154.0","85.0","220.0","239.0","163.0","913.0","716.0","67.0","58.0","238.0","1155.0","0.0"
"517","925.0","277.0255625208781","737.0","211.0","138.0","254.0","196.0","361.0","1133.0","931.0","100.0","267.0","157.0","1415.0","115.0"
"518","1279.0","304.6987203590972","713.0","580.0","273.0","447.0","221.0","368.0","1479.0","865.0","168.0","71.0","233.0","1741.0","83.59267241379311"
"519","1481.0","325.4654634162207","923.0","574.0","439.0","487.0","202.0","385.0","1179.0","572.0","213.0","221.0","434.0","2395.0","104.55451428571428"
"52","1590.0","283.7700736767809","0.0","1590.0","300.0","390.0","416.0","516.0","1033.0","671.0","47.0","27.0","190.0","1104.0","0.0"
"520","707.0","165.542004763431","556.0","151.0","104.0","219.0","130.0","271.0","910.0","698.0","79.0","122.0","167.0","1102.0","41.0"
"521","1733.0","297.53525046304827","795.0","947.0","437.0","528.0","470.0","341.0","1418.0","882.0","223.0","314.0","323.0","1289.0","27.0"
"522","858.0","202.3971208220005","460.0","420.0","227.0","166.0","322.0","182.0","1444.0","932.0","306.0","164.0","377.0","1356.0","62.0"
"523","909.0","208.69171173175812","768.0","162.0","136.0","291.0","236.0","266.0","1787.0","1524.0","235.0","151.0","528.0","2141.0","50.0"
"524","488.0","98.08361201887428","454.0","56.0","84.0","169.0","108.0","166.0","1274.0","782.0","125.0","126.0","127.0","1529.0","16.0"
"525","639.0","204.84790235381595","524.0","122.0","132.0","253.0","179.0","116.0","1083.0","707.0","79.0","110.0","291.0","1191.0","108.0"
"526","707.0","142.39526310237915","584.0","147.0","118.0","233.0","135.0","261.0","1534.0","1047.0","58.0","211.0","157.0","1997.0","21.0"
"527","976.0","241.8064955595703","703.0","288.0","259.0","340.0","184.0","225.0","2071.0","903.0","309.0","210.0","329.0","1934.0","90.85594154948994"
"528","1868.0","304.0881589609079","666.0","1219.0","552.0","512.0","431.0","407.0","965.0","379.0","126.0","219.0","490.0","1680.0","13.433285962419076"
"529","1010.0","140.02716400490985","615.0","416.0","494.0","295.0","95.0","164.0","1087.0","428.0","131.0","93.0","128.0","1048.0","18.63157894736842"
"53","110.0","223.3339119222377","0.0","120.0","96.0","24.0","0.0","0.0","51.0","0.0","0.0","10.0","4.0","29.0","214.0"
"530","2961.0","367.5537381188151","869.0","2104.0","1093.0","1218.0","448.0","248.0","1379.0","418.0","275.0","281.0","567.0","1976.0","0.7427612253462023"
