"TAZ","TOTHH","TOTPOP","hh_own","hh_rent","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","gq_tot_pop"
"1165","4838.0","595.9542763735217","4526.0","343.0","602.0","2092.0","800.0","1398.0","1273.0","610.0","226.0","147.0","197.0","2041.0","19.68356575003258"
"1166","3737.0","487.4214180258899","3496.0","268.0","361.0","1527.0","702.0","1197.0","1850.0","1250.0","156.0","28.0","328.0","3445.0","12.485288904643744"
"1167","5617.0","726.0902963527028","5106.0","535.0","807.0","1995.0","1062.0","1777.0","1809.0","1165.0","277.0","269.0","380.0","3025.0","9.44269340974212"
"1168","8047.0","776.6109328565461","5687.0","2368.0","3073.0","2219.0","1372.0","1436.0","1681.0","750.0","175.0","176.0","585.0","2440.0","0.0"
"1169","2201.0","312.3941984224315","1832.0","394.0","313.0","841.0","384.0","711.0","1761.0","1168.0","69.0","78.0","206.0","1695.0","39.0"
"117","1307.0","290.5162567150296","556.0","768.0","383.0","422.0","200.0","335.0","1339.0","472.0","125.0","136.0","175.0","1027.0","52.0"
"1170","2316.0","259.182882416845","1504.0","840.0","548.0","807.0","414.0","575.0","1613.0","952.0","71.0","208.0","411.0","2216.0","0.0"
"1171","2751.0","375.2263633155543","2301.0","472.0","234.0","946.0","588.0","1027.0","1318.0","1095.0","140.0","183.0","216.0","2384.0","9.037132709073298"
"1172","1811.0","276.3758823615377","1495.0","338.0","284.0","486.0","342.0","744.0","1799.0","1178.0","76.0","115.0","296.0","1597.0","22.0"
"1173","1307.0","203.32921287951933","1138.0","192.0","103.0","391.0","228.0","631.0","1026.0","897.0","52.0","85.0","169.0","1074.0","14.784878487848784"
"1174","1490.0","207.2943492396189","1256.0","262.0","257.0","525.0","335.0","424.0","1812.0","993.0","201.0","139.0","184.0","1362.0","29.35659972704231"
"1175","2109.0","270.95596105799564","1282.0","853.0","299.0","631.0","422.0","783.0","1771.0","1769.0","445.0","206.0","732.0","3644.0","0.0609230769230769"
"1176","3003.0","428.79405172357394","2316.0","696.0","376.0","881.0","695.0","1083.0","1467.0","1357.0","1127.0","633.0","1604.0","12136.0","37.95235477368517"
"1177","1903.0","224.7686822494297","1683.0","234.0","340.0","836.0","325.0","439.0","1337.0","717.0","1016.0","1197.0","1839.0","8436.0","1.9313686820307656"
"1178","2109.0","324.05485431146536","1727.0","408.0","328.0","639.0","409.0","782.0","1520.0","1155.0","1239.0","970.0","2976.0","9522.0","26.068971545959176"
"1179","1674.0","263.6642569744649","1290.0","401.0","183.0","426.0","353.0","752.0","1141.0","1517.0","806.0","711.0","1469.0","5083.0","17.331326848963112"
"118","1307.0","262.4772324336884","291.0","1033.0","327.0","397.0","266.0","349.0","1182.0","611.0","215.0","177.0","366.0","671.0","22.0"
"1180","2178.0","347.5812988255084","1836.0","358.0","253.0","425.0","492.0","1047.0","1394.0","1117.0","639.0","287.0","778.0","3371.0","11.428791208791209"
"1181","2201.0","299.1774588993589","1675.0","539.0","480.0","765.0","285.0","730.0","1995.0","743.0","302.0","257.0","436.0","926.0","22.99166062364032"
"1182","2430.0","338.3582683879437","1321.0","1135.0","775.0","440.0","441.0","823.0","1675.0","1016.0","607.0","402.0","746.0","1733.0","31.23429495820976"
"1183","1742.0","248.3723910940933","1198.0","571.0","228.0","633.0","291.0","661.0","1246.0","702.0","133.0","183.0","353.0","660.0","16.0"
"1184","2018.0","279.6899636446447","1790.0","248.0","346.0","608.0","405.0","702.0","1418.0","786.0","129.0","183.0","380.0","841.0","18.0"
"1185","1444.0","205.79905196440055","1217.0","241.0","207.0","438.0","354.0","459.0","1620.0","1238.0","241.0","464.0","1001.0","3777.0","18.09736540664376"
"1186","1605.0","274.52664046080446","1178.0","437.0","281.0","375.0","379.0","604.0","1617.0","930.0","567.0","667.0","1291.0","2818.0","40.22484893459133"
"1187","1215.0","140.04314205156328","996.0","245.0","281.0","293.0","346.0","321.0","2465.0","1664.0","329.0","378.0","964.0","1202.0","0.0"
"1188","1765.0","288.8057347715123","1048.0","752.0","544.0","457.0","326.0","496.0","1374.0","824.0","457.0","815.0","803.0","889.0","79.17269984917044"
"1189","963.0","203.96594197143236","244.0","753.0","119.0","199.0","229.0","474.0","1799.0","1491.0","511.0","568.0","584.0","620.0","58.0"
"119","992.0","185.4125557339378","452.0","563.0","198.0","458.0","78.0","297.0","725.0","201.0","53.0","69.0","116.0","509.0","17.0"
"1190","1582.0","208.522317900992","282.0","1322.0","401.0","478.0","244.0","526.0","1184.0","927.0","422.0","343.0","440.0","280.0","8.0"
"1191","1582.0","214.71813078908377","655.0","959.0","266.0","543.0","174.0","654.0","1650.0","982.0","256.0","493.0","560.0","520.0","0.4937010554988083"
"1192","2041.0","292.9266781767652","1543.0","514.0","238.0","887.0","263.0","691.0","1479.0","630.0","124.0","149.0","515.0","681.0","15.0"
"1193","2797.0","348.4674558626973","1145.0","1682.0","713.0","1049.0","754.0","334.0","2735.0","1168.0","454.0","325.0","1069.0","850.0","39.0"
"1194","1857.0","233.96554902274173","1242.0","629.0","560.0","441.0","357.0","535.0","1599.0","623.0","280.0","216.0","350.0","645.0","0.0"
"1195","1490.0","249.1358747333291","1167.0","358.0","229.0","497.0","293.0","530.0","1348.0","658.0","527.0","576.0","935.0","3141.0","37.80036128749726"
"1196","1949.0","297.83702780153675","1417.0","573.0","184.0","520.0","397.0","888.0","1500.0","837.0","306.0","182.0","398.0","2009.0","14.451173184357542"
"1197","4127.0","572.8938198992946","1690.0","2472.0","655.0","1154.0","844.0","1531.0","811.0","802.0","257.0","232.0","240.0","378.0","10.0"
"1198","3783.0","767.8737897335147","1339.0","2457.0","1153.0","1416.0","285.0","964.0","1505.0","726.0","202.0","303.0","404.0","650.0","307.0"
"1199","3164.0","396.1868021344867","1186.0","2005.0","693.0","1272.0","645.0","582.0","1566.0","803.0","428.0","661.0","845.0","949.0","8.614128083080917"
"12","2267.0","282.5803721669405","636.0","1644.0","1100.0","924.0","120.0","167.0","1348.0","174.0","44.0","41.0","84.0","348.0","34.0"
"120","1070.0","208.07185468976635","470.0","630.0","293.0","421.0","189.0","197.0","1104.0","243.0","99.0","99.0","186.0","695.0","35.0"
"1200","1674.0","240.19797444881505","1090.0","604.0","312.0","646.0","173.0","586.0","1362.0","833.0","270.0","223.0","930.0","1411.0","18.924486641642748"
"1201","3852.0","644.4774725673876","3282.0","582.0","219.0","867.0","671.0","2153.0","920.0","793.0","129.0","117.0","403.0","562.0","9.7009507346586"
"1202","1444.0","238.81372263656905","662.0","802.0","239.0","222.0","334.0","692.0","1234.0","1095.0","227.0","243.0","258.0","236.0","16.0"
"1203","1467.0","244.48696426051137","859.0","638.0","160.0","322.0","277.0","739.0","1157.0","963.0","285.0","301.0","319.0","579.0","22.0"
"1204","1490.0","264.8943380175825","597.0","915.0","462.0","248.0","248.0","577.0","699.0","388.0","221.0","149.0","134.0","250.0","38.0"
"1205","1674.0","187.76406985895304","1001.0","704.0","604.0","550.0","189.0","385.0","1359.0","588.0","293.0","141.0","370.0","552.0","1.0"
"1206","940.0","140.63937403256296","643.0","314.0","236.0","265.0","183.0","317.0","1879.0","944.0","459.0","248.0","489.0","771.0","8.0"
"1207","1444.0","220.77076870485723","1140.0","333.0","273.0","395.0","232.0","574.0","1596.0","944.0","139.0","176.0","612.0","723.0","0.0"
"1208","2499.0","339.3669100447734","1186.0","1336.0","419.0","814.0","729.0","582.0","963.0","687.0","325.0","509.0","718.0","698.0","16.270400772573637"
"1209","2086.0","332.8746419265647","757.0","1338.0","324.0","511.0","224.0","1059.0","1167.0","999.0","188.0","306.0","585.0","519.0","20.532588454376164"
"121","677.0","170.05202079683698","426.0","267.0","99.0","330.0","159.0","121.0","1155.0","508.0","68.0","151.0","248.0","877.0","60.0"
"1210","1444.0","252.20007765502868","1092.0","375.0","174.0","216.0","285.0","815.0","1102.0","1381.0","237.0","183.0","695.0","611.0","3.0"
"1211","1272.0","114.67809123782224","1060.0","245.0","398.0","488.0","256.0","163.0","1586.0","514.0","219.0","213.0","442.0","821.0","6.0"
"1212","1837.0","116.06950995149012","1305.0","553.0","1011.0","615.0","140.0","148.0","2330.0","454.0","422.0","303.0","425.0","1089.0","0.0"
"1213","1498.0","150.88776915374098","1107.0","406.0","471.0","615.0","184.0","299.0","1149.0","333.0","69.0","115.0","117.0","745.0","19.0"
"1214","2205.0","202.0689220485357","1437.0","797.0","735.0","828.0","274.0","426.0","1256.0","454.0","202.0","228.0","261.0","779.0","13.642683256694616"
"1215","2657.0","239.90935173672528","1266.0","1440.0","730.0","945.0","467.0","592.0","1375.0","784.0","287.0","204.0","418.0","1093.0","0.6350730688935281"
"1216","2346.0","200.76591510575685","1980.0","382.0","796.0","683.0","519.0","392.0","1186.0","375.0","74.0","143.0","215.0","794.0","0.0"
"1217","1441.0","167.696930757426","1290.0","178.0","170.0","372.0","360.0","566.0","1174.0","1023.0","68.0","96.0","257.0","1261.0","0.158273381294964"
"1218","4268.0","438.5646538436911","1975.0","2345.0","992.0","1823.0","591.0","915.0","1674.0","902.0","343.0","326.0","526.0","951.0","10.63301476976542"
"1219","2289.0","232.37224066181665","1888.0","449.0","977.0","773.0","181.0","406.0","1306.0","370.0","168.0","124.0","299.0","763.0","47.0"
"122","1559.0","259.74321053658616","936.0","634.0","484.0","487.0","389.0","242.0","2361.0","776.0","426.0","131.0","348.0","1617.0","26.0"
"1220","1809.0","175.56109363671854","1468.0","388.0","379.0","706.0","320.0","479.0","1509.0","350.0","242.0","342.0","559.0","1876.0","0.0"
"1221","1696.0","200.93264651222333","1311.0","402.0","273.0","416.0","369.0","683.0","991.0","764.0","235.0","144.0","396.0","661.0","0.0"
"1222","3279.0","1077.213768222108","1332.0","1952.0","1462.0","773.0","519.0","586.0","1564.0","720.0","128.0","174.0","304.0","820.0","806.0"
"1223","1046.0","125.84098836011842","687.0","371.0","336.0","219.0","230.0","329.0","961.0","526.0","337.0","244.0","297.0","315.0","22.59041331802526"
"1224","2855.0","392.7077158697202","204.0","2673.0","1815.0","592.0","290.0","208.0","1595.0","384.0","637.0","421.0","365.0","161.0","209.0"
"1225","480.0","33.18567102015008","136.0","377.0","216.0","184.0","124.0","17.0","914.0","426.0","301.0","248.0","294.0","219.0","0.0"
"1226","594.0","65.47133707124945","347.0","260.0","261.0","177.0","42.0","155.0","1094.0","252.0","287.0","93.0","423.0","261.0","8.0"
"1227","1215.0","127.09480420131815","836.0","416.0","379.0","291.0","234.0","349.0","968.0","627.0","126.0","185.0","457.0","530.0","5.0"
"1228","2289.0","263.9042223385251","1718.0","597.0","576.0","599.0","651.0","489.0","662.0","442.0","74.0","138.0","248.0","432.0","35.0"
"1229","2063.0","259.2204769596309","1013.0","1089.0","664.0","486.0","425.0","527.0","1120.0","772.0","290.0","207.0","496.0","536.0","54.0"
"123","1165.0","215.3243234349216","515.0","673.0","307.0","535.0","167.0","194.0","1826.0","329.0","86.0","128.0","147.0","1296.0","24.0"
"1230","1781.0","207.14345417577795","1148.0","664.0","448.0","486.0","323.0","583.0","1114.0","473.0","404.0","319.0","444.0","1129.0","21.63036397110891"
"1231","1046.0","174.89162491853773","648.0","436.0","319.0","214.0","354.0","225.0","1148.0","412.0","78.0","135.0","604.0","440.0","69.0"
"1232","537.0","144.17103332459044","195.0","390.0","144.0","208.0","99.0","134.0","1036.0","420.0","182.0","244.0","370.0","386.0","90.0"
"1233","763.0","72.2478241548848","558.0","230.0","216.0","318.0","152.0","131.0","1037.0","444.0","145.0","173.0","337.0","550.0","0.0"
"1234","452.0","71.6645064864301","155.0","332.0","166.0","127.0","67.0","156.0","1078.0","566.0","375.0","342.0","346.0","285.0","27.72909947903746"
"1235","480.0","54.68341661949295","152.0","352.0","215.0","189.0","24.0","134.0","1002.0","372.0","221.0","379.0","293.0","215.0","10.185157972079354"
"1236","2091.0","196.5833049568519","897.0","1226.0","575.0","710.0","539.0","300.0","1329.0","541.0","280.0","421.0","434.0","369.0","28.0"
"1237","1554.0","176.29595324982577","1060.0","510.0","371.0","403.0","269.0","556.0","718.0","451.0","89.0","157.0","333.0","376.0","0.0"
"1238","509.0","847.903619273674","464.0","63.0","101.0","207.0","178.0","68.0","1564.0","720.0","18.0","102.0","155.0","570.0","806.0"
"1239","1837.0","243.70514428451887","1549.0","329.0","69.0","692.0","647.0","498.0","875.0","304.0","54.0","76.0","280.0","530.0","26.0"
"124","1118.0","222.8969443932099","609.0","526.0","240.0","457.0","194.0","244.0","1029.0","699.0","114.0","106.0","243.0","930.0","34.0"
"1240","1526.0","321.8557629126624","1201.0","356.0","296.0","478.0","236.0","574.0","1100.0","770.0","97.0","196.0","501.0","671.0","141.79107276819204"
"1241","3279.0","431.4915254081823","599.0","2697.0","1399.0","1192.0","306.0","427.0","1160.0","446.0","606.0","290.0","195.0","199.0","182.0"
"1242","1922.0","183.71348225122813","1324.0","634.0","357.0","903.0","324.0","401.0","2120.0","821.0","418.0","370.0","635.0","978.0","13.0"
"1243","2515.0","535.7010032815565","1094.0","1457.0","920.0","667.0","269.0","724.0","1590.0","699.0","346.0","434.0","386.0","688.0","286.0"
"1244","1526.0","266.3417749479088","1046.0","480.0","251.0","438.0","232.0","663.0","1174.0","755.0","240.0","140.0","409.0","775.0","69.17261613691932"
"1245","1781.0","223.34235984256767","1252.0","547.0","364.0","521.0","390.0","581.0","1371.0","760.0","149.0","323.0","495.0","770.0","14.0"
"1246","3392.0","410.9553093279935","2540.0","902.0","378.0","1152.0","714.0","1198.0","1627.0","870.0","329.0","262.0","704.0","2279.0","31.7429303559989"
"1247","2035.0","281.3253644517206","1780.0","288.0","178.0","644.0","370.0","876.0","1590.0","1057.0","288.0","264.0","743.0","2836.0","31.925314870737274"
"1248","1611.0","176.7874745026404","1301.0","337.0","220.0","571.0","241.0","634.0","1117.0","939.0","154.0","225.0","500.0","2457.0","0.0"
"1249","2233.0","242.9564362997041","1395.0","875.0","353.0","777.0","548.0","621.0","1762.0","822.0","190.0","261.0","400.0","1227.0","15.0"
"125","504.0","102.36746434352489","353.0","166.0","96.0","227.0","56.0","156.0","1109.0","275.0","74.0","133.0","107.0","803.0","6.0"
"1250","4635.0","536.0196182331989","1458.0","3204.0","1639.0","688.0","925.0","1438.0","1287.0","942.0","391.0","219.0","634.0","524.0","47.0"
"1251","2205.0","247.9504722545501","1554.0","686.0","735.0","462.0","270.0","772.0","2175.0","1145.0","646.0","541.0","696.0","804.0","32.0"
"1252","820.0","458.11852689643297","6.0","821.0","29.0","227.0","207.0","393.0","209.0","487.0","44.0","147.0","399.0","278.0","359.95306666666664"
"1253","1441.0","170.78896655166037","921.0","539.0","237.0","324.0","217.0","710.0","885.0","670.0","73.0","188.0","184.0","822.0","0.0"
"1254","1131.0","152.67553960773134","896.0","282.0","179.0","337.0","228.0","434.0","1480.0","812.0","98.0","160.0","500.0","1102.0","16.0"
"1255","1809.0","186.18688900021425","682.0","1137.0","531.0","498.0","135.0","712.0","1273.0","912.0","330.0","301.0","349.0","783.0","0.0"
"1256","2515.0","243.81769308710832","1617.0","932.0","721.0","816.0","405.0","634.0","1570.0","477.0","89.0","427.0","462.0","686.0","0.0"
"1257","3307.0","419.7012564483221","1966.0","1376.0","765.0","499.0","765.0","1313.0","812.0","497.0","291.0","274.0","733.0","809.0","25.0051993067591"
"1258","4042.0","460.0828978419786","1704.0","2373.0","651.0","891.0","1353.0","1211.0","1109.0","625.0","135.0","330.0","556.0","385.0","0.0"
"1259","5342.0","597.757116158339","1969.0","3417.0","1429.0","1394.0","760.0","1833.0","1490.0","890.0","395.0","490.0","506.0","502.0","18.0"
"126","1118.0","241.7661993993466","606.0","523.0","128.0","370.0","349.0","298.0","979.0","782.0","334.0","40.0","207.0","827.0","0.2584670231729055"
"1260","5540.0","613.5986069917961","1139.0","4416.0","920.0","1682.0","1006.0","2004.0","785.0","740.0","306.0","333.0","348.0","210.0","11.0"
"1261","1526.0","191.24984624520795","1141.0","419.0","238.0","416.0","486.0","447.0","1144.0","546.0","223.0","173.0","391.0","594.0","21.0"
"1262","480.0","140.4569898994668","110.0","398.0","89.0","182.0","115.0","121.0","446.0","239.0","104.0","50.0","218.0","181.0","90.0"
"1263","1413.0","241.85019863523425","398.0","1041.0","512.0","275.0","139.0","541.0","849.0","386.0","312.0","219.0","222.0","263.0","93.97619047619048"
"1264","2431.0","239.0742308315208","996.0","1465.0","614.0","646.0","484.0","745.0","1387.0","1109.0","440.0","374.0","613.0","578.0","0.0"
"1265","2176.0","398.8032137652024","763.0","1447.0","372.0","775.0","349.0","714.0","784.0","613.0","78.0","241.0","349.0","443.0","157.0"
"1266","1215.0","174.61350415861165","547.0","681.0","161.0","227.0","471.0","397.0","953.0","777.0","249.0","181.0","542.0","414.0","33.0"
"1267","1526.0","151.64865105942235","1232.0","338.0","326.0","712.0","241.0","292.0","1019.0","331.0","88.0","115.0","224.0","667.0","0.0"
"1268","2431.0","230.87110729854388","1605.0","854.0","640.0","947.0","382.0","519.0","1269.0","450.0","370.0","383.0","861.0","2536.0","5.605766639719752"
"1269","2205.0","221.3321983081821","1173.0","1056.0","856.0","671.0","313.0","418.0","1797.0","425.0","587.0","556.0","708.0","1688.0","23.93281457582084"
"127","929.0","138.67599393859166","592.0","351.0","267.0","433.0","170.0","103.0","1820.0","443.0","93.0","122.0","172.0","1439.0","7.0"
"1270","1781.0","321.5174742956427","1367.0","432.0","217.0","401.0","445.0","764.0","1740.0","1345.0","413.0","517.0","1251.0","3939.0","91.7471904525112"
"1271","1357.0","157.60269413353362","1172.0","221.0","169.0","473.0","257.0","522.0","1315.0","989.0","359.0","427.0","1086.0","3574.0","5.849452609931652"
"1272","0.0","6618.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6618.0"
"1273","2148.0","209.5292648481148","1473.0","689.0","653.0","856.0","214.0","467.0","1385.0","562.0","230.0","356.0","402.0","581.0","18.0"
"1274","2544.0","240.89086349299765","867.0","1699.0","791.0","784.0","327.0","720.0","1865.0","662.0","327.0","275.0","804.0","628.0","0.0"
