"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","gqpop","hhlds"
"1365","30","30","8","1427.0","142.75952995236068","248.68686808185709","609.0","1626","229","211.0","74.0","305.0","1159.0","862","673","134","0.28969","63.625655902958776","198","606","1138","1181","1040","224","180","1268","3","31","54","0","0","4","0","0","0","1.07962","1","0","52","1427.0"
"1366","30","30","8","2559.0","203.1286100336081","373.225095309765","968.0","3716","770","430.0","219.0","550.0","2293.0","5217","4050.52856","556","0.37763","101.08969291284224","435","1406","1805","3424","3133","273","2474","4007","0","621","406","0","0","4","32","0","0","1.00796","1","0","26","2559.0"
"1367","30","30","8","2559.0","311.0439755851703","384.0439755851703","1282.0","1977","285","219.0","418.0","484.0","748.0","3352","921","79","0.24695","134.35121954722263","173","899","1562","1770","1010","164","208","489","0","71","183","0","0","5","0","0","0","1.03825","1","0","19","2559.0"
"1368","30","30","8","2928.0","296.6303263478749","486.6303263478749","1575.0","1403","768","176.0","239.0","353.0","874.0","5122","564","2200.96899","0.19344","164.52646445788477","344","959","2047","1371","764","1295","2298","3344","78","3787","2206","0","0","5","849","0","0","1.13344","3","0","23","2928.0"
"1369","30","30","8","1009.0","103.37197205922551","153.37197205922553","536.0","1796","118","314.0","197.0","387.0","712.0","1288","426","286","0.12403","55.95676754321784","316","984","1855","1641","469","870","742","2229","19","1114","4039","0","0","4","0","0","0","1.5678","3","0","25","1009.0"
"137","3","3","1","803.0","165.85278100465416","185.85278100465416","692.0","1595","143","130.0","282.0","370.0","887.0","137","84.23708","4","0.22125","95.87280780028009","200","776","1789","1727","1004","25","14","60","0","8","81","0","0","3","0","0","0","2.05842","1","0","6","803.0"
"1370","30","30","8","2263.0","231.6944080905347","253.8900302557881","1163.0","3333","487","495.0","424.0","612.0","2136.0","6797","6648","34","0.17577","121.56644757546292","546","2107","3170","3047","1325","203","169","588","22","405","227","0","0","5","1230","0","0","0.93398","3","0","12","2263.0"
"1371","30","30","8","2608.0","308.1407088729038","327.1407088729038","1721.0","1587","447","107.0","213.0","399.0","1188.0","550","501","45","0.14406","180.3127226391462","280","951","2073","1513","639","79","39","218","2","49","28","0","0","4","0","0","0","1.10163","3","0","7","2608.0"
"1372","30","30","8","3075.0","398.0497441448569","445.6525594387508","1814.0","1000","579","203.0","349.0","344.0","707.0","418","346","20","0.12367","190.0663438583798","493","1266","2029","1089","476","17","40","215","0","35","16","0","0","4","0","0","0","1.18644","3","0","15","3075.0"
"1373","30","30","8","4379.0","492.8361084869708","535.8894724232783","2439.0","963","1886","477.0","467.0","1024.0","740.0","499","296","196","0.11156","254.7936630317388","688","1110","3060","1592","685","1491","751","1572","3","548","427","0","0","4","233","336","0","1.56454","3","0","79","4379.0"
"1374","30","30","8","4330.0","470.1634204147715","499.1634204147715","2574.0","1245","1384","364.0","418.0","739.0","1181.0","617","356","252","0.09581","268.8394015764199","727","1302","3257","1337","558","797","1861","1558","21","934","633","0","0","4","41","0","0","1.51002","3","0","6","4330.0"
"1375","30","30","8","2313.0","241.26802129302217","318.2680212930222","1228.0","2479","390","310.0","418.0","759.0","1277.0","843","625","204","0.2031","128.80635973778337","536","1454","2637","2003","1297","362","437","698","22","432","866","0","0","4","0","0","0","1.20748","3","0","21","2313.0"
"1376","30","30","8","3690.0","559.439487475712","735.439487475712","2966.0","1450","650","281.0","312.0","671.0","806.0","541","380","133","0.11487","309.75582506006106","474","1493","2911","1203","535","528","738","1628","0","373","280","0","0","4","0","0","0","1.41568","3","0","207","3690.0"
"1377","30","30","8","5733.0","664.7460543033606","685.7460543033606","3299.0","1356","767","175.0","501.0","627.0","687.0","403","341","53","0.11995","344.5824198395731","581","1394","2405","1313","526","142","163","305","3","58","83","0","0","4","0","0","0","1.2506","3","0","15","5733.0"
"1378","30","30","8","4625.0","605.8769794524142","640.5343010206036","3021.0","1943","754","602.0","558.0","747.0","824.0","796","677","114","0.09273","315.5850334398635","681","2182","3232","1769","504","391","239","754","0","373","97","0","0","4","574","0","0","1.17969","3","0","78","4625.0"
"1379","30","30","8","2263.0","365.0948474068573","452.0948474068573","1763.0","1266","303","161.0","232.0","498.0","482.0","305","289","16","0.10723","184.1804836897641","400","1200","2419","1168","427","36","8","145","0","2","14","0","0","4","0","0","0","1.24233","3","0","112","2263.0"
"138","3","3","1","787.0","180.79073789272772","196.8441532374995","626.0","2359","507","254.0","204.0","601.0","1696.0","292","120","26","0.20999","86.65845405609028","443","1505","3681","2583","1755","187","92","966","0","80","68","0","0","3","0","0","0","2.47922","1","0","62","787.0"
"1380","30","30","8","1476.0","195.0347054842502","263.33418313950267","924.0","2332","310","381.0","377.0","505.0","997.0","3167","1376","819","0.0869","96.53350174822536","714","1577","3420","1719","591","3156","637","1266","8","1946","1990","0","0","4","1078","0","0","1.13624","3","0","31","1476.0"
"1381","30","30","8","1968.0","254.657556531553","431.1616029633359","1224.0","3414","630","428.0","624.0","1074.0","1666.0","7886","3004","519","0.14771","127.81244745799316","617","3301","4534","3549","1451","762","978","1261","25","1889","1210","0","0","4","0","0","0","1.03761","3","0","190","1968.0"
"1382","30","30","8","1747.0","184.76575112946475","217.76575112946475","924.0","2411","107","279.0","240.0","557.0","1216.0","6085","1694","83","0.19263","96.4618302661468","278","1493","2171","2271","1091","80","325","718","94","427","139","0","0","4","95","0","0","1.01107","3","0","17","1747.0"
"1383","30","30","8","1304.0","127.95582578073598","139.12653318691332","652.0","2599","20","375.0","304.0","337.0","1625.0","10243","4778","197","0.29534","68.08275514769113","265","648","1672","2105","1249","131","103","303","161","526","288","0","0","5","8","0","0","0.93096","1","0","73","1304.0"
"1384","30","30","8","1747.0","179.85065589957043","220.85065589957043","874.0","2215","686","290.0","290.0","581.0","1219.0","2712","1380","332.24814","0.25793","91.2730720190918","271","1128","1620","2255","1255","936","987","1659","55","462","593","0","0","4","1386","0","0","1.08053","1","0","0","1747.0"
"1385","30","30","8","1525.0","155.60466933783556","155.60466933783556","689.0","1677","267","292.0","232.0","356.0","871.0","2130","1398","83","0.30633","71.95184467403718","112","654","1146","1333","1149","54","212","186","8","97","214","0","0","5","0","0","0","0.97071","1","0","5","1525.0"
"1386","30","30","8","1329.0","126.61458628801871","211.6145862880187","524.0","1571","169","196.0","258.0","399.0","674.0","2077","1286","201","0.26326","54.7041114700706","172","535","1084","1217","726","349","272","1437","8","150","202","0","0","5","0","0","0","1.01034","1","0","15","1329.0"
"1387","30","30","8","1944.0","214.46304912117893","214.46304912117893","993.0","1959","112","248.0","228.0","305.0","962.0","11005","3928","96","0.28506","103.67815851721464","192","522","1277","1675","1140","48","94","216","15","92","114","0","0","5","0","0","0","0.9241","1","0","9","1944.0"
"1388","30","30","8","3420.0","350.4329541511556","350.4329541511556","1625.0","1833","20","27.0","38.0","48.0","253.0","17124","4547","39","0.33326","169.70661888053937","160","574","924","1453","1183","28","78","244","33","66","109","0","0","5","98","0","0","0.91872","1","0","0","3420.0"
"1389","31","31","8","1575.0","166.25497492366904","173.28014874289704","763.0","2560","55","71.0","99.0","373.0","1039.0","36280","5317","554","0.3826","80.0810934248083","47","319","723","1092","1060","170","158","1735","43","89","212","0","0","5","0","0","0","0.92449","1","0","0","1575.0"
"139","3","3","1","1008.0","264.1078287791782","301.1078287791782","971.0","1374","54","129.0","79.0","296.0","851.0","161","65","18","0.23409","135.21995482766238","279","641","1811","1643","795","83","62","214","24","213","98","0","0","3","444","0","0","2.32573","1","0","26","1008.0"
"1390","31","31","8","517.0","41.048346677242414","61.69039213178787","180.0","2692","227","308.0","259.0","375.0","566.0","18508","2311","278","0.29028","18.840472846437567","79","297","994","1258","717","64","55","316","41","34","49","0","0","5","0","0","0","0.92887","1","0","61","517.0"
"1391","31","31","8","2510.0","200.80261724998363","253.95935300127897","925.0","2276","324","370.0","253.0","430.0","824.0","14817","1838","450","0.26541","96.75362594408703","136","409","1182","1311","824","239","140","607","2","926","215","0","0","5","0","0","0","0.96634","1","0","35","2510.0"
"1392","31","31","8","1845.0","181.5881670508823","181.5881670508823","759.0","2459","78","326.0","207.0","488.0","819.0","10141","3592","402","0.34363","79.3022899923131","236","293","1135","1617","1154","99","132","335","141","735","146","0","0","5","0","0","0","0.93355","1","0","3","1845.0"
"1393","31","31","8","2386.0","249.38940789626048","249.38940789626048","1279.0","1876","67","163.0","168.0","331.0","726.0","11502","1896","302","0.25758","133.54891330041033","53","575","878","1620","896","126","73","277","46","188","148","0","0","5","585","0","0","0.94559","1","0","28","2386.0"
"1394","31","31","8","1181.0","155.19300523498185","199.2120600309771","767.0","3175","38","116.0","324.0","460.0","1824.0","7847","2745","821","0.13063","80.11518594152713","475","2708","3084","3140","1004","24","126","711","260","349","179","0","0","4","1791","0","0","0.9674","2","0","37","1181.0"
"1395","31","31","8","1919.0","220.98503951132585","243.67482756527576","1155.0","2720","510","380.0","492.0","711.0","1401.0","1718","911","411","0.20115","120.65073911291236","458","1996","2565","2497","1527","886","989","1135","47","857","805","0","0","4","13","0","0","1.16811","3","0","18","1919.0"
"1396","31","31","8","2165.0","235.0081201615437","260.84115009681875","1164.0","3668","186","387.0","411.0","705.0","2187.0","15393","2471","172","0.23228","121.62300827130407","419","2059","2546","3266","1896","272","317","830","34","183","135","0","0","4","0","0","0","0.99236","3","0","16","2165.0"
"1397","31","31","8","1673.0","154.27602784696478","154.27602784696478","667.0","2354","280","377.0","168.0","541.0","1072.0","16208","3065","1244","0.33781","69.67573368391098","106","619","1148","1721","1320","177","180","387","160","472","159","0","0","4","165","0","0","0.93229","1","0","135","1673.0"
"1398","31","31","8","1624.0","148.38469285016828","148.38469285016828","699.0","1533","272","214.0","202.0","317.0","749.0","807","614","77","0.26682","72.97619625878805","250","612","1151","1227","789","111","166","481","4","120","143","0","0","4","0","0","0","1.06121","1","0","0","1624.0"
"1399","31","31","8","1550.0","169.7999005726324","248.7999005726324","906.0","1239","576","233.0","184.0","475.0","719.0","791","266","499","0.19563","94.6189181556443","223","763","1530","1059","637","1306","890","2392","14","1018","792","0","0","4","630","0","0","1.35177","2","0","1","1550.0"
"14","1","1","1","8438.0","739.6661523514175","776.4362058273533","3468.0","0","246","200.0","2.0","16.0","419.0","30.6","1","26","0.13653","480.2423739831385","0","0","153","95","23","1261","17495","1518","3","8436","1463","265.45442","1098.01607","0","0","779","230","5.5959","3","0","12","8438.0"
"140","3","3","1","1275.0","263.5606214816002","263.5606214816002","926.0","1225","70","166.0","143.0","275.0","648.0","101","61","3","0.22957","128.31055288279234","163","630","1325","1174","624","5","14","105","0","17","34","0","0","3","0","0","0","2.06546","1","0","0","1275.0"
"1400","31","31","8","640.0","64.32577165208546","103.32577165208546","301.0","1546","27","70.0","89.0","166.0","498.0","55176","3366","1309","0.40324","31.386751964982626","49","341","667","962","880","104","57","223","53","623","87","0","0","4","0","0","0","0.9186","1","0","68","640.0"
"1401","31","31","8","910.0","85.79970974198586","118.73657030907152","423.0","1705","78","256.0","335.0","489.0","1714.0","142961","3682","2348","0.2709","44.23084543997235","180","546","1171","1145","834","55","77","414","489","1376","64","0","0","4","73","0","0","0.92607","1","0","84","910.0"
"1402","31","31","8","1353.0","144.4618438041681","193.5264529763631","747.0","3240","637","378.0","618.0","976.0","1951.0","53379","3209.50806","1688","0.21946","77.97138775706232","564","1987","2920","2456","1806","411","286","941","128","661","266","0","0","4","414","0","0","0.95515","1","0","37","1353.0"
"1403","31","31","8","812.0","62.80877085514025","79.48812157360751","240.0","4062","108","268.0","221.0","513.0","653.0","280405","12859","1278","0.47878","25.045744265245368","63","344","655","1158","1433","111","352","645","39","119","256","0","0","5","0","0","0","0.90647","1","0","92","812.0"
"1404","32","32","9","1233.0","196.9045178883561","251.87067631156177","566.0","1156","0","99.0","99.0","134.0","709.0","7265","1047","858","0.3611","94.24945002341964","86","301","608","936","758","20","100","147","2","78","44","0","0","5","0","0","0","0.93046","1","0","0","1233.0"
"1405","32","32","9","2219.0","412.2503794251451","447.2503794251451","1205.0","1133","13","113.0","79.0","220.0","582.0","2603","518","189","0.19631","200.88978939331275","160","579","772","1056","520","1241","375","1735","0","62","448","0","0","4","0","0","0","1.20683","1","0","1","2219.0"
"1406","32","32","9","5250.0","832.4894814222109","832.4894814222109","2683.0","701","31","37.0","39.0","103.0","528.0","2559","205","97","0.32926","447.1969076289449","74","148","425","543","447","167","691","276","2","290","755","0","0","3","0","0","0","1.30051","3","0","3","5250.0"
"1407","32","32","9","1668.0","357.82048018856256","424.7944796042798","875.0","2356","601","271.0","364.0","624.0","1304.0","2370","745","506","0.17009","146.63851644123488","356","1566","1488","2190","973","303","2029","798","2","560","814","0","0","5","0","0","0","1.14226","2","0","103","1668.0"
"1408","32","32","9","2480.0","402.2105150122284","402.2105150122284","1202.0","1871","808","108.0","208.0","831.0","1088.0","4314","824","54","0.31811","200.325885625818","304","688","1603","1732","1432","57","198","525","2","27","423","0","0","4","0","0","0","1.07028","1","0","7","2480.0"
