"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"1158","22","1705","803","154","1636","708","0","0","4","48","0","0","1","1.0792","0","22","0","6603.0","740.9559018735538","787.9559018735538","3961.0","6603.0"
"1159","22","2987","544","138","768","45","0","0","4","0","2841","1223","1","1.07779","0","22","1075","2499.0","314.8518447308327","1225.8518447308327","1686.0","2499.0"
"116","3","143","36","49","389","1615","0","0","1","327","0","0","2","3.74682","0","3","42","1307.0","200.0713162752274","386.0713162752274","873.0","1307.0"
"1160","22","5838","852","358","1752","70","0","0","4","0","0","0","1","1.00203","0","22","632","1765.0","206.89720233654913","741.8972023365491","1129.0","1765.0"
"1161","23","9837","2282","372","3586","694","0","0","4","2116","0","0","1","1.12383","0","23","17","6603.0","696.9015510653562","737.2738343688592","3580.0","6603.0"
"1162","23","287","149","21","411","66","0","0","4","0","0","0","2","1.23675","0","23","3","3508.0","399.3354868839779","625.3354868839779","2242.0","3508.0"
"1163","23","1970","530","22","1313","6","0","0","4","0","0","0","1","1.01701","0","23","0","1742.0","191.67382173853557","191.67382173853557","777.0","1742.0"
"1164","23","5072","1516","26","2052","26","0","0","5","2353","0","0","1","0.98441","0","23","21","5594.0","708.8698227693777","758.8698227693777","3366.0","5594.0"
"1165","23","4036","2208","46","2823","79","0","0","5","0","0","0","1","0.96822","0","23","4","4838.0","576.2707106234891","595.9542763735217","2166.0","4838.0"
"1166","23","3931","2384","67","3991","129","0","0","4","0","0","0","1","1.01938","0","23","6","3737.0","474.93612912124615","487.4214180258899","2206.0","3737.0"
"1167","23","2726","1470","57","3839","230","0","0","4","0","0","0","1","1.0555","0","23","7","5617.0","716.6476029429607","726.0902963527028","3244.0","5617.0"
"1168","23","1782","661.12","475","2133","1194","0","0","3","0","0","0","1","1.62129","0","23","0","8047.0","776.6109328565461","776.6109328565461","4005.0","8047.0"
"1169","23","898","570","113","2130","300","0","0","4","0","0","0","2","1.26831","0","23","32","2201.0","273.3941984224315","312.3941984224315","1279.0","2201.0"
"117","3","70","35","9","426","1217","0","0","1","302","0","0","3","3.38373","0","3","20","1307.0","238.51625671502958","290.5162567150296","996.0","1307.0"
"1170","23","1771","606","195","1901","1207","0","0","4","0","0","0","1","1.39792","0","23","0","2316.0","259.182882416845","259.182882416845","1426.0","2316.0"
"1171","23","4254","885","72","2475","337","0","0","4","0","0","0","1","1.10666","0","23","10","2751.0","366.189230606481","375.2263633155543","1723.0","2751.0"
"1172","23","533","299","46","1575","355","0","0","4","0","0","0","2","1.24791","0","23","19","1811.0","254.3758823615377","276.3758823615377","1185.0","1811.0"
"1173","23","445","285","65","1230","8","0","0","4","2667","0","0","3","1.14598","0","23","5","1307.0","188.54433439167056","203.32921287951933","895.0","1307.0"
"1174","23","773","420","67","1422","264","0","0","4","0","0","0","2","1.11555","0","23","18","1490.0","177.93774951257657","207.2943492396189","915.0","1490.0"
"1175","23","2772","752","1039.7229","2506","1730","0","0","4","0","0","0","1","1.55277","0","23","0","2109.0","270.89503798107256","270.95596105799564","1294.0","2109.0"
"1176","23","73888","5624.64453","485","12250","1980","0","0","5","3233","0","0","1","1.05661","0","23","137","3003.0","390.84169694988884","428.794051723574","1793.0","3003.0"
"1177","24","45345","1971","1782","8106","292","0","0","4","2792","0","0","3","1.05347","0","24","104","1903.0","222.83731356739895","224.76868224942973","985.0","1903.0"
"1178","24","9506","2641","237.01509","12979","925","0","0","4","3116","0","0","2","1.2936","0","24","70","2109.0","297.9858827655062","324.05485431146536","1384.0","2109.0"
"1179","24","9686","2761.78223","157.99748","5880","812","0","0","4","3019","0","0","3","1.13242","0","24","122","1674.0","246.33293012550178","263.6642569744649","1110.0","1674.0"
"118","3","62","27","8","244","1368","0","0","2","0","0","0","3","4.1646","0","3","27","1307.0","240.47723243368836","262.47723243368836","1047.0","1307.0"
"1180","24","5840","1546","134","4079","262","0","0","4","2","0","0","3","1.08644","0","24","4","2178.0","336.1525076167172","347.5812988255084","1568.0","2178.0"
"1181","24","29348","187","76","2399","0","0","0","5","0","0","0","3","1.28387","0","24","15","2201.0","276.18579827571864","299.17745889935895","1091.0","2201.0"
"1182","24","4321","782","597","3186","425","0","0","4","2","0","0","3","1.08551","0","24","67","2430.0","307.12397342973395","338.3582683879437","1512.0","2430.0"
"1183","24","2319","504","840.04901","1085","21","0","0","4","57","0","0","2","0.98073","0","24","2","1742.0","232.3723910940933","248.3723910940933","1045.0","1742.0"
"1184","24","975","591","59","1442","0","0","0","4","0","0","0","1","1.04002","0","24","3","2018.0","261.6899636446447","279.6899636446447","1263.0","2018.0"
"1185","24","2909","1886","84","5124","237","0","0","4","2637","0","0","2","1.13977","0","24","19","1444.0","187.70168655775677","205.79905196440052","1012.0","1444.0"
"1186","24","1803","1120","106.77197","5231","412","0","0","4","44","0","0","1","1.26941","0","24","9","1605.0","234.30179152621315","274.52664046080446","1098.0","1605.0"
"1187","24","905","499","128","2382","190","0","0","4","3","0","0","1","1.2488","0","24","10","1215.0","140.04314205156328","140.04314205156328","643.0","1215.0"
"1188","24","878","366","260","2293","803","0","0","4","201","0","0","2","1.26244","0","24","61","1765.0","209.63303492234186","288.80573477151233","851.0","1765.0"
"1189","24","2307","195","789","1417","1078","0","0","4","454","0","0","3","1.29104","0","24","172","963.0","145.96594197143233","203.96594197143233","595.0","963.0"
"119","3","39","20","4","252","649","0","0","2","56","0","0","3","3.39511","0","3","59","992.0","168.41255573393778","185.41255573393778","750.0","992.0"
"1190","24","176","102","33","359","1256","0","0","3","0","0","0","3","1.51971","0","24","1","1582.0","200.522317900992","208.522317900992","898.0","1582.0"
"1191","24","397","201","62","1390","440","0","0","4","1798","0","0","2","1.4355","0","24","1","1582.0","214.22442973358494","214.71813078908374","987.0","1582.0"
"1192","24","369","205","36","1372","0","0","0","4","2","0","0","1","1.2278","0","24","6","2041.0","277.9266781767652","292.9266781767652","1322.0","2041.0"
"1193","24","782","375","97","1523","1198","0","0","4","0","0","0","1","1.22876","0","24","9","2797.0","309.4674558626973","348.4674558626973","1603.0","2797.0"
"1194","24","528","280","83","1299","200","0","0","4","0","0","0","1","1.19084","0","24","4","1857.0","233.96554902274173","233.96554902274173","1061.0","1857.0"
"1195","24","25291","1717","49","5174","61","0","0","4","1","0","0","1","1.10595","0","24","66","1490.0","211.33551344583182","249.13587473332908","1085.0","1490.0"
"1196","24","3482","546","52","2188","589","0","0","4","0","0","0","1","1.16433","0","24","28","1949.0","283.38585461717923","297.83702780153675","1514.0","1949.0"
"1197","24","363","88","149","782","400","0","0","3","0","0","0","2","1.58915","0","24","65","4127.0","562.8938198992946","572.8938198992946","2448.0","4127.0"
"1198","24","500","167","227","1004","565","0","0","4","0","1409","5314","2","1.31907","0","24","17","3783.0","460.8737897335147","767.8737897335147","2462.0","3783.0"
"1199","24","885","293","334","1674","1190","0","0","4","257","0","0","2","1.30202","0","24","9","3164.0","387.5726740514059","396.1868021344868","1693.0","3164.0"
"12","1","53.3","1","16","0","1123","177","778","0","0","3144","2176","3","5.24453","0","1","54","2267.0","248.58037216694055","282.58037216694055","1204.0","2267.0"
"120","3","78","30","10","599","665","0","0","2","0","0","0","2","3.02192","0","3","36","1070.0","173.07185468976635","208.07185468976635","890.0","1070.0"
"1200","24","5049","628","1205","2316","491","0","0","4","0","0","0","1","1.00175","0","24","44","1674.0","221.27348780717227","240.19797444881502","1080.0","1674.0"
"1201","24","626.70001","194","160","1302","42","0","0","4","0","0","0","2","1.21145","0","24","5","3852.0","634.776521832729","644.4774725673876","2976.0","3852.0"
"1202","24","193.8","117","37","665","190","0","0","4","0","0","0","2","1.39577","0","24","6","1444.0","222.81372263656903","238.81372263656903","846.0","1444.0"
"1203","24","398","133","110","1359","213","0","0","3","3104","0","0","3","1.68217","0","24","29","1467.0","222.48696426051137","244.48696426051137","1007.0","1467.0"
"1204","24","358","80","189","551","273","0","0","4","0","0","0","3","1.25715","0","24","0","1490.0","226.89433801758256","264.8943380175825","923.0","1490.0"
"1205","24","4614","100.73029","840","1000","378","0","0","4","0","0","0","3","1.07371","0","24","29","1674.0","186.76406985895306","187.76406985895306","831.0","1674.0"
"1206","24","493","111.2992","213","1450","372","0","0","4","0","0","0","3","1.4202","0","24","0","940.0","132.63937403256296","140.63937403256296","625.0","940.0"
"1207","24","1305","212","238","1725","23","0","0","4","0","0","0","2","1.13501","0","24","3","1444.0","220.77076870485723","220.77076870485723","1025.0","1444.0"
"1208","24","560","322","94","1851","723","0","0","4","24","0","0","2","1.31204","0","24","6","2499.0","323.0965092721998","339.3669100447734","1421.0","2499.0"
"1209","24","1779","161","472.3139","1239","618","0","0","4","0","0","0","2","1.08816","0","24","11","2086.0","312.3420534721886","332.8746419265647","1517.0","2086.0"
"121","3","140","52","11","1082","305","0","0","3","0","0","0","1","2.22709","0","3","55","677.0","110.052020796837","170.05202079683698","445.0","677.0"
"1210","24","1976","287","252","1810","56","0","0","4","28","0","0","2","1.14871","0","24","4","1444.0","249.20007765502868","252.20007765502868","973.0","1444.0"
"1211","25","19404","226","1665","1291","414","0","0","4","0","0","0","1","1.13596","0","25","12","1272.0","108.67809123782223","114.67809123782223","572.0","1272.0"
"1212","25","1235","224","45","1625","705","0","0","4","79","0","0","2","1.48794","0","25","4","1837.0","116.06950995149015","116.06950995149015","643.0","1837.0"
"1213","25","387","183","16","1020","345","0","0","4","1660","0","0","1","1.35923","0","25","5","1498.0","131.88776915374098","150.88776915374098","704.0","1498.0"
"1214","25","686","268","8","1110","265","0","0","4","0","0","0","1","1.31385","0","25","0","2205.0","188.42623879184112","202.06892204853574","1095.0","2205.0"
"1215","25","816","342","23","1394","588","0","0","4","0","0","0","1","1.23317","0","25","0","2657.0","239.27427866783177","239.90935173672528","1249.0","2657.0"
"1216","25","618","236","13","1098","284","0","0","4","0","0","0","1","1.17564","0","25","0","2346.0","200.76591510575685","200.76591510575685","1156.0","2346.0"
"1217","25","2448","407","81","1679","111","0","0","4","0","0","0","1","1.21169","0","25","1","1441.0","167.53865737613103","167.696930757426","991.0","1441.0"
"1218","25","602","299","5","1280","700","0","0","4","0","0","0","1","1.2083","0","25","17","4268.0","427.9316390739257","438.5646538436911","2344.0","4268.0"
"1219","25","480","249","19","895","273","0","0","4","476","0","0","1","1.25622","0","25","20","2289.0","185.37224066181662","232.37224066181662","1072.0","2289.0"
"122","3","160","72","5","1607","720","0","0","3","0","0","0","1","2.56503","0","3","179","1559.0","233.7432105365862","259.74321053658616","928.0","1559.0"
"1220","25","1299","466","28","2479","637","0","0","4","0","0","0","1","1.22648","0","25","12","1809.0","175.56109363671854","175.56109363671854","1040.0","1809.0"
"1221","25","583","308","30","1559","50","0","0","4","0","0","0","1","1.22042","0","25","12","1696.0","200.93264651222333","200.93264651222333","1093.0","1696.0"
"1222","25","484","94","8","635","805","0","0","4","0","504","66","1","1.51962","0","25","300","3279.0","271.21376822210794","1077.213768222108","1948.0","3279.0"
"1223","25","704","173","134","1029","205","0","0","4","0","0","0","2","1.30348","0","25","9","1046.0","103.25057504209317","125.84098836011843","487.0","1046.0"
"1224","25","231","35","65","158","1412","0","0","3","0","0","0","1","2.12679","0","25","111","2855.0","183.70771586972023","392.70771586972023","1018.0","2855.0"
"1225","25","182","109","26","639","626","0","0","3","0","0","0","1","1.86422","0","25","0","480.0","33.18567102015008","33.18567102015008","200.0","480.0"
"1226","25","263","143","36","934","289","0","0","3","0","0","0","2","1.31245","0","25","10","594.0","57.47133707124945","65.47133707124945","323.0","594.0"
"1227","25","284","195","15","1151","153","0","0","4","0","0","0","1","1.16946","0","25","7","1215.0","122.09480420131815","127.09480420131815","698.0","1215.0"
"1228","25","319","207","27","786","16","0","0","4","0","0","0","1","1.10068","0","25","22","2289.0","228.9042223385251","263.9042223385251","1350.0","2289.0"
"1229","25","328","189","59","1079","427","0","0","4","0","0","0","1","1.38752","0","25","6","2063.0","205.22047695963093","259.2204769596309","1148.0","2063.0"
"123","3","89","37","16","739","1203","0","0","1","0","0","0","1","4.90738","0","3","53","1165.0","191.32432343492158","215.32432343492158","932.0","1165.0"
"1230","25","835","488","22","1862","745","0","0","4","40","0","0","1","1.19347","0","25","23","1781.0","185.51309020466906","207.14345417577795","989.0","1781.0"
"1231","25","264","159","41","1078","122","0","0","4","0","0","0","3","1.34099","0","25","10","1046.0","105.89162491853774","174.89162491853773","632.0","1046.0"
"1232","25","284","151","52","1132","140","0","0","3","0","0","0","3","1.43438","0","25","12","537.0","54.171033324590425","144.17103332459044","349.0","537.0"
"1233","25","304","206","28","1241","32","0","0","4","0","0","0","1","1.1712","0","25","0","763.0","72.2478241548848","72.2478241548848","372.0","763.0"
"1234","25","348","151","105","968","617","0","0","3","1688","0","0","2","1.46903","0","25","2","452.0","43.93540700739264","71.6645064864301","221.0","452.0"
"1235","25","266","82","78","543","666","0","0","3","0","0","0","1","1.35449","0","25","6","480.0","44.49825864741359","54.683416619492945","219.0","480.0"
"1236","25","397","161","34","727","870","0","0","4","33","0","0","1","1.2784","0","25","37","2091.0","168.5833049568519","196.5833049568519","961.0","2091.0"
"1237","25","139","103","2","639","419","0","0","3","0","0","0","1","1.35711","0","25","0","1554.0","176.29595324982577","176.29595324982577","1181.0","1554.0"
"1238","25","23401","27","3325","217","26","0","0","4","0","0","0","2","0.93525","0","25","70","509.0","41.90361927367408","847.903619273674","298.0","509.0"
"1239","25","379","121","12","899","0","0","0","4","0","0","0","3","1.36272","0","25","32","1837.0","217.70514428451887","243.70514428451887","1180.0","1837.0"
"124","3","94","39","3","676","737","0","0","3","0","0","0","1","3.17362","0","3","14","1118.0","188.8969443932099","222.8969443932099","733.0","1118.0"
"1240","25","849","274","57","1505","50","0","0","4","1","0","0","3","1.26986","0","25","35","1526.0","180.06469014447032","321.8557629126624","960.0","1526.0"
"1241","25","575","123","178","533","822","0","0","4","5","0","0","3","1.47992","0","25","31","3279.0","249.49152540818224","431.49152540818227","1446.0","3279.0"
"1242","25","588","348","114","1841","492","0","0","4","0","0","0","1","1.46979","0","25","2","1922.0","170.71348225122813","183.71348225122813","1043.0","1922.0"
"1243","25","803","218","244","990","927","0","0","4","182","0","0","1","1.39685","0","25","101","2515.0","249.70100328155658","535.7010032815566","1267.0","2515.0"
"1244","25","509","304","17","1633","124","0","0","4","414","0","0","1","1.29725","0","25","23","1526.0","197.16915881098942","266.34177494790873","1032.0","1526.0"
"1245","25","661","370","24","1714","0","0","0","4","4","0","0","1","1.17135","0","25","15","1781.0","209.34235984256767","223.34235984256767","1184.0","1781.0"
"1246","25","5211","717","184","3000","560","0","0","4","1696","0","0","1","1.29491","0","25","17","3392.0","379.2123789719946","410.9553093279935","2010.0","3392.0"
